date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2026-04-11,,Bundesliga,2025-2026,Bayer Leverkusen,Dortmund,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Bayer Leverkusen,Augsburg,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Bayer Leverkusen,Köln,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Bayer Leverkusen,RB Leipzig,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Bayer Leverkusen,Stuttgart,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Bayer Leverkusen,Hamburger SV,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,15:30 (13:30),DFB-Pokal,2025-2026,Wolfsburg,SV Hemelingen,Away,Round of 64,,9.0,0.0,38.0,17.0,,,1.0,,0.0,9.0,3.0,2.0,,,0.0
2025-08-23,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Heidenheim,Away,Matchweek 1,2.4,3.0,1.0,14.0,4.0,21.4,1.0,1.0,0.7,1.0,3.0,7.0,2.0,20.9,1.0,0.0
2025-08-31,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Mainz 05,Home,Matchweek 2,0.6,1.0,1.0,11.0,3.0,18.3,0.0,0.0,1.9,1.0,1.0,16.0,2.0,15.1,0.0,1.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Köln,Home,Matchweek 3,1.5,3.0,3.0,14.0,6.0,15.1,1.0,0.0,1.6,3.0,3.0,14.0,8.0,18.3,0.0,0.0
2025-09-21,19:30 (17:30),Bundesliga,2025-2026,Wolfsburg,Dortmund,Away,Matchweek 4,0.8,0.0,1.0,9.0,0.0,18.6,0.0,0.0,1.1,1.0,0.0,12.0,4.0,16.5,0.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,RB Leipzig,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Augsburg,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Stuttgart,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,Hamburger SV,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,18:30 (17:30),DFB-Pokal,2025-2026,Wolfsburg,Holstein Kiel,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-02,17:30 (16:30),Bundesliga,2025-2026,Wolfsburg,Hoffenheim,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-07,20:30 (19:30),Bundesliga,2025-2026,Wolfsburg,Werder Bremen,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Wolfsburg,Leverkusen,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-30,17:30 (16:30),Bundesliga,2025-2026,Wolfsburg,Eint Frankfurt,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Wolfsburg,Union Berlin,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Wolfsburg,Gladbach,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Wolfsburg,Freiburg,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Wolfsburg,Bayern Munich,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Wolfsburg,St. Pauli,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Wolfsburg,Heidenheim,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Wolfsburg,Mainz 05,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Wolfsburg,Köln,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Wolfsburg,Dortmund,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Wolfsburg,RB Leipzig,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Wolfsburg,Augsburg,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Wolfsburg,Stuttgart,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Wolfsburg,Hamburger SV,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Wolfsburg,Hoffenheim,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Wolfsburg,Werder Bremen,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Wolfsburg,Leverkusen,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Wolfsburg,Eint Frankfurt,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Wolfsburg,Union Berlin,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Wolfsburg,Gladbach,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Wolfsburg,Freiburg,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Wolfsburg,Bayern Munich,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Wolfsburg,St. Pauli,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-18,18:00 (16:00),DFB-Pokal,2025-2026,Mainz 05,Dresden,Away,Round of 64,,1.0,0.0,12.0,6.0,,,0.0,,0.0,1.0,16.0,7.0,,,0.0
2025-08-21,18:00 (16:00),Conf Lg,2025-2026,Mainz 05,no Rosenborg,Away,Play-off round,,1.0,2.0,,,,,0.0,,2.0,1.0,,,,,1.0
2025-08-24,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Köln,Home,Matchweek 1,1.4,0.0,1.0,19.0,2.0,16.2,0.0,0.0,1.4,1.0,0.0,12.0,2.0,17.2,1.0,0.0
2025-08-28,21:00 (19:00),Conf Lg,2025-2026,Mainz 05,no Rosenborg,Home,Play-off round,,4.0,1.0,,,,,0.0,,1.0,4.0,,,,,0.0
2025-08-31,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Wolfsburg,Away,Matchweek 2,1.9,1.0,1.0,16.0,2.0,15.1,0.0,1.0,0.6,1.0,1.0,11.0,3.0,18.3,0.0,0.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,RB Leipzig,Home,Matchweek 3,1.1,0.0,1.0,13.0,2.0,16.0,0.0,0.0,1.8,1.0,0.0,19.0,3.0,19.5,2.0,0.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Augsburg,Away,Matchweek 4,2.5,4.0,1.0,12.0,4.0,13.2,0.0,0.0,1.1,1.0,4.0,18.0,5.0,18.2,1.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Dortmund,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-02,19:45 (16:45),Conf Lg,2025-2026,Mainz 05,cy AC Omonia,Away,League phase,,,,,,,,,,,,,,,,
2025-10-05,17:30 (15:30),Bundesliga,2025-2026,Mainz 05,Hamburger SV,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Leverkusen,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-23,21:00 (19:00),Conf Lg,2025-2026,Mainz 05,ba Zrinjski Mostar,Home,League phase,,,,,,,,,,,,,,,,
2025-10-26,17:30 (16:30),Bundesliga,2025-2026,Mainz 05,Stuttgart,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-29,18:00 (17:00),DFB-Pokal,2025-2026,Mainz 05,Stuttgart,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,Mainz 05,Werder Bremen,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-06,18:45 (17:45),Conf Lg,2025-2026,Mainz 05,it Fiorentina,Home,League phase,,,,,,,,,,,,,,,,
2025-11-09,19:30 (18:30),Bundesliga,2025-2026,Mainz 05,Eint Frankfurt,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-21,20:30 (19:30),Bundesliga,2025-2026,Mainz 05,Hoffenheim,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-27,19:45 (17:45),Conf Lg,2025-2026,Mainz 05,ro CS U Craiova,Away,League phase,,,,,,,,,,,,,,,,
2025-11-30,19:30 (18:30),Bundesliga,2025-2026,Mainz 05,Freiburg,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Mainz 05,Gladbach,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-11,21:00 (20:00),Conf Lg,2025-2026,Mainz 05,pl Lech Poznań,Away,League phase,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Mainz 05,Bayern Munich,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-18,21:00 (20:00),Conf Lg,2025-2026,Mainz 05,tr Samsunspor,Home,League phase,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Mainz 05,St. Pauli,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Mainz 05,Union Berlin,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Mainz 05,Heidenheim,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Mainz 05,Köln,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Mainz 05,Wolfsburg,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Mainz 05,RB Leipzig,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Mainz 05,Augsburg,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Mainz 05,Dortmund,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Mainz 05,Hamburger SV,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Mainz 05,Leverkusen,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Mainz 05,Stuttgart,Home,Matchweek 25,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Mainz 05,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Mainz 05,Werder Bremen,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Mainz 05,Eint Frankfurt,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Mainz 05,Hoffenheim,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Mainz 05,Freiburg,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Mainz 05,Gladbach,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Mainz 05,Bayern Munich,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Mainz 05,St. Pauli,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Mainz 05,Union Berlin,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Mainz 05,Heidenheim,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-15,20:45 (18:45),DFB-Pokal,2025-2026,Werder Bremen,Arminia,Away,Round of 64,,0.0,1.0,10.0,0.0,,,0.0,,1.0,0.0,13.0,4.0,,,0.0
2025-08-23,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,Eint Frankfurt,Away,Matchweek 1,0.5,1.0,4.0,10.0,5.0,21.5,1.0,0.0,2.7,4.0,1.0,18.0,5.0,13.2,1.0,0.0
2025-08-30,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,Leverkusen,Home,Matchweek 2,2.6,3.0,3.0,11.0,4.0,19.2,0.0,1.0,2.1,3.0,3.0,9.0,3.0,19.3,1.0,1.0
2025-09-14,17:30 (15:30),Bundesliga,2025-2026,Werder Bremen,Gladbach,Away,Matchweek 3,2.1,4.0,0.0,11.0,6.0,17.5,0.0,1.0,1.5,0.0,4.0,19.0,2.0,18.0,2.0,0.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,Freiburg,Home,Matchweek 4,1.2,0.0,3.0,11.0,4.0,20.2,0.0,0.0,2.4,3.0,0.0,9.0,4.0,23.2,0.0,1.0
2025-09-26,20:30 (18:30),Bundesliga,2025-2026,Werder Bremen,Bayern Munich,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,St. Pauli,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,Heidenheim,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-24,20:30 (18:30),Bundesliga,2025-2026,Werder Bremen,Union Berlin,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,Werder Bremen,Mainz 05,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-07,20:30 (19:30),Bundesliga,2025-2026,Werder Bremen,Wolfsburg,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-23,15:30 (14:30),Bundesliga,2025-2026,Werder Bremen,RB Leipzig,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,Werder Bremen,Köln,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Werder Bremen,Hamburger SV,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Werder Bremen,Stuttgart,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Werder Bremen,Augsburg,Away,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Werder Bremen,Hoffenheim,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Werder Bremen,Dortmund,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Werder Bremen,Eint Frankfurt,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Werder Bremen,Leverkusen,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Werder Bremen,Gladbach,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Werder Bremen,Freiburg,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Werder Bremen,Bayern Munich,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Werder Bremen,St. Pauli,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Werder Bremen,Heidenheim,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Werder Bremen,Union Berlin,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Werder Bremen,Mainz 05,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Werder Bremen,Wolfsburg,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Werder Bremen,RB Leipzig,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Werder Bremen,Köln,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Werder Bremen,Hamburger SV,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Werder Bremen,Stuttgart,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Werder Bremen,Augsburg,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Werder Bremen,Hoffenheim,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Werder Bremen,Dortmund,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,13:00 (11:00),DFB-Pokal,2025-2026,Hamburger SV,FK Pirmasens,Away,Round of 64,,2.0,1.0,17.0,7.0,,,0.0,,1.0,2.0,16.0,5.0,,,0.0
2025-08-24,17:30 (15:30),Bundesliga,2025-2026,Hamburger SV,Gladbach,Away,Matchweek 1,0.4,0.0,0.0,7.0,1.0,21.1,0.0,0.0,1.1,0.0,0.0,17.0,4.0,17.6,0.0,0.0
2025-08-29,20:30 (18:30),Bundesliga,2025-2026,Hamburger SV,St. Pauli,Home,Matchweek 2,0.4,0.0,2.0,5.0,2.0,21.4,2.0,0.0,1.4,2.0,0.0,17.0,6.0,18.8,0.0,0.0
2025-09-13,18:30 (16:30),Bundesliga,2025-2026,Hamburger SV,Bayern Munich,Away,Matchweek 3,0.6,0.0,5.0,9.0,2.0,13.7,0.0,0.0,2.4,5.0,0.0,21.0,11.0,19.5,2.0,1.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Hamburger SV,Heidenheim,Home,Matchweek 4,2.1,2.0,1.0,22.0,9.0,16.9,1.0,0.0,2.9,1.0,2.0,20.0,7.0,15.3,0.0,0.0
2025-09-28,19:30 (17:30),Bundesliga,2025-2026,Hamburger SV,Union Berlin,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-05,17:30 (15:30),Bundesliga,2025-2026,Hamburger SV,Mainz 05,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Hamburger SV,RB Leipzig,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Hamburger SV,Wolfsburg,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,18:30 (17:30),DFB-Pokal,2025-2026,Hamburger SV,Heidenheim,Away,Round of 32,,,,,,,,,,,,,,,,
2025-11-02,15:30 (14:30),Bundesliga,2025-2026,Hamburger SV,Köln,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-08,15:30 (14:30),Bundesliga,2025-2026,Hamburger SV,Dortmund,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Hamburger SV,Augsburg,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-30,15:30 (14:30),Bundesliga,2025-2026,Hamburger SV,Stuttgart,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Hamburger SV,Werder Bremen,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Hamburger SV,Hoffenheim,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Hamburger SV,Eint Frankfurt,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Hamburger SV,Freiburg,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Hamburger SV,Leverkusen,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Hamburger SV,Gladbach,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Hamburger SV,St. Pauli,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Hamburger SV,Bayern Munich,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Hamburger SV,Heidenheim,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Hamburger SV,Union Berlin,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Hamburger SV,Mainz 05,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Hamburger SV,RB Leipzig,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Hamburger SV,Wolfsburg,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Hamburger SV,Köln,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Hamburger SV,Dortmund,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Hamburger SV,Augsburg,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Hamburger SV,Stuttgart,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Hamburger SV,Werder Bremen,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Hamburger SV,Hoffenheim,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Hamburger SV,Eint Frankfurt,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Hamburger SV,Freiburg,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Hamburger SV,Leverkusen,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,18:00 (16:00),DFB-Pokal,2025-2026,Augsburg,Hallescher,Away,Round of 64,,2.0,0.0,16.0,6.0,,,0.0,,0.0,2.0,10.0,2.0,,,0.0
2025-08-23,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Freiburg,Away,Matchweek 1,1.3,3.0,1.0,14.0,5.0,17.3,1.0,0.0,2.4,1.0,3.0,15.0,3.0,16.0,0.0,1.0
2025-08-30,18:30 (16:30),Bundesliga,2025-2026,Augsburg,Bayern Munich,Home,Matchweek 2,0.5,2.0,3.0,10.0,3.0,18.1,0.0,0.0,4.2,3.0,2.0,20.0,10.0,14.7,0.0,0.0
2025-09-14,15:30 (13:30),Bundesliga,2025-2026,Augsburg,St. Pauli,Away,Matchweek 3,0.8,1.0,2.0,10.0,5.0,18.4,0.0,0.0,1.8,2.0,1.0,12.0,6.0,20.5,1.0,0.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Mainz 05,Home,Matchweek 4,1.1,1.0,4.0,18.0,5.0,18.2,1.0,0.0,2.5,4.0,1.0,12.0,4.0,13.2,0.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Heidenheim,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Wolfsburg,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Augsburg,Köln,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Augsburg,RB Leipzig,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,20:45 (19:45),DFB-Pokal,2025-2026,Augsburg,Bochum,Home,Round of 32,,,,,,,,,,,,,,,,
2025-10-31,20:30 (19:30),Bundesliga,2025-2026,Augsburg,Dortmund,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-09,17:30 (16:30),Bundesliga,2025-2026,Augsburg,Stuttgart,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Augsburg,Hamburger SV,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,Augsburg,Hoffenheim,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Augsburg,Leverkusen,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Augsburg,Eint Frankfurt,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Augsburg,Werder Bremen,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Augsburg,Gladbach,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Augsburg,Union Berlin,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Augsburg,Freiburg,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Augsburg,Bayern Munich,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Augsburg,St. Pauli,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Augsburg,Mainz 05,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Augsburg,Heidenheim,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Augsburg,Wolfsburg,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Augsburg,Köln,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Augsburg,RB Leipzig,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Augsburg,Dortmund,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Augsburg,Stuttgart,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Augsburg,Hamburger SV,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Augsburg,Hoffenheim,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Augsburg,Leverkusen,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Augsburg,Eint Frankfurt,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Augsburg,Werder Bremen,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Augsburg,Gladbach,Home,Matchweek 33,,,,,,,,,,,,,,,,
