date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-08-16,20:30 (18:30),DFL-Supercup,2025-2026,Bayern Munich,Stuttgart,Away,Franz Beckenbauer Supercup,,2.0,1.0,17.0,3.0,,,0.0,,1.0,2.0,14.0,5.0,,,0.0
2025-08-22,20:30 (18:30),Bundesliga,2025-2026,Bayern Munich,RB Leipzig,Home,Matchweek 1,1.7,6.0,0.0,19.0,9.0,16.9,1.0,0.0,0.5,0.0,6.0,12.0,1.0,17.1,0.0,0.0
2025-08-27,20:45 (18:45),DFB-Pokal,2025-2026,Bayern Munich,Wehen,Away,Round of 64,,3.0,2.0,22.0,15.0,,,1.0,,2.0,3.0,6.0,2.0,,,0.0
2025-08-30,18:30 (16:30),Bundesliga,2025-2026,Bayern Munich,Augsburg,Away,Matchweek 2,4.2,3.0,2.0,20.0,10.0,14.7,0.0,0.0,0.5,2.0,3.0,10.0,3.0,18.1,0.0,0.0
2025-09-13,18:30 (16:30),Bundesliga,2025-2026,Bayern Munich,Hamburger SV,Home,Matchweek 3,2.4,5.0,0.0,21.0,11.0,19.5,2.0,1.0,0.6,0.0,5.0,9.0,2.0,13.7,0.0,0.0
2025-09-17,21:00 (19:00),Champions Lg,2025-2026,Bayern Munich,eng Chelsea,Home,League phase,2.2,3.0,1.0,15.0,4.0,20.8,0.0,1.0,0.7,1.0,3.0,9.0,3.0,20.5,0.0,0.0
2025-09-20,15:30 (13:30),Bundesliga,2025-2026,Bayern Munich,Hoffenheim,Away,Matchweek 4,3.0,4.0,1.0,16.0,8.0,20.4,1.0,2.0,0.9,1.0,4.0,13.0,3.0,16.1,1.0,0.0
2025-09-26,20:30 (18:30),Bundesliga,2025-2026,Bayern Munich,Werder Bremen,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-30,22:00 (19:00),Champions Lg,2025-2026,Bayern Munich,cy Pafos FC,Away,League phase,,,,,,,,,,,,,,,,
2025-10-04,18:30 (16:30),Bundesliga,2025-2026,Bayern Munich,Eint Frankfurt,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,18:30 (16:30),Bundesliga,2025-2026,Bayern Munich,Dortmund,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-22,21:00 (19:00),Champions Lg,2025-2026,Bayern Munich,be Club Brugge,Home,League phase,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,Bayern Munich,Gladbach,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-29,20:45 (19:45),DFB-Pokal,2025-2026,Bayern Munich,Köln,Away,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,18:30 (17:30),Bundesliga,2025-2026,Bayern Munich,Leverkusen,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-04,21:00 (20:00),Champions Lg,2025-2026,Bayern Munich,fr Paris S-G,Away,League phase,,,,,,,,,,,,,,,,
2025-11-08,15:30 (14:30),Bundesliga,2025-2026,Bayern Munich,Union Berlin,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Bayern Munich,Freiburg,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-26,20:00,Champions Lg,2025-2026,Bayern Munich,eng Arsenal,Away,League phase,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,Bayern Munich,St. Pauli,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Bayern Munich,Stuttgart,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-09,18:45 (17:45),Champions Lg,2025-2026,Bayern Munich,pt Sporting CP,Home,League phase,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Bayern Munich,Mainz 05,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Bayern Munich,Heidenheim,Away,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Bayern Munich,Wolfsburg,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Bayern Munich,Köln,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Bayern Munich,RB Leipzig,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-21,21:00 (20:00),Champions Lg,2025-2026,Bayern Munich,be Union SG,Home,League phase,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Bayern Munich,Augsburg,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-28,21:00 (20:00),Champions Lg,2025-2026,Bayern Munich,nl PSV Eindhoven,Away,League phase,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Bayern Munich,Hamburger SV,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Bayern Munich,Hoffenheim,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Bayern Munich,Werder Bremen,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Bayern Munich,Eint Frankfurt,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Bayern Munich,Dortmund,Away,Matchweek 24,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Bayern Munich,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Bayern Munich,Gladbach,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Bayern Munich,Leverkusen,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Bayern Munich,Union Berlin,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Bayern Munich,Freiburg,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Bayern Munich,St. Pauli,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Bayern Munich,Stuttgart,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Bayern Munich,Mainz 05,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Bayern Munich,Heidenheim,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Bayern Munich,Wolfsburg,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Bayern Munich,Köln,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-18,20:45 (18:45),DFB-Pokal,2025-2026,Dortmund,Rot-Weiss Essen,Away,Round of 64,,1.0,0.0,13.0,4.0,,,0.0,,0.0,1.0,12.0,5.0,,,0.0
2025-08-23,18:30 (16:30),Bundesliga,2025-2026,Dortmund,St. Pauli,Away,Matchweek 1,1.6,3.0,3.0,7.0,6.0,14.8,0.0,0.0,1.2,3.0,3.0,10.0,6.0,19.2,0.0,1.0
2025-08-31,17:30 (15:30),Bundesliga,2025-2026,Dortmund,Union Berlin,Home,Matchweek 2,2.4,3.0,0.0,11.0,6.0,13.3,0.0,0.0,1.1,0.0,3.0,12.0,3.0,16.1,1.0,0.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,Dortmund,Heidenheim,Away,Matchweek 3,2.7,2.0,0.0,17.0,8.0,12.9,0.0,0.0,0.4,0.0,2.0,6.0,1.0,21.2,0.0,0.0
2025-09-16,21:00 (19:00),Champions Lg,2025-2026,Dortmund,it Juventus,Away,League phase,1.5,4.0,4.0,9.0,4.0,20.4,0.0,1.0,1.9,4.0,4.0,19.0,7.0,17.2,0.0,0.0
2025-09-21,19:30 (17:30),Bundesliga,2025-2026,Dortmund,Wolfsburg,Home,Matchweek 4,1.1,1.0,0.0,12.0,4.0,16.5,0.0,0.0,0.8,0.0,1.0,9.0,0.0,18.6,0.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,Dortmund,Mainz 05,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-01,21:00 (19:00),Champions Lg,2025-2026,Dortmund,es Athletic Club,Home,League phase,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,Dortmund,RB Leipzig,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,18:30 (16:30),Bundesliga,2025-2026,Dortmund,Bayern Munich,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-21,21:00 (19:00),Champions Lg,2025-2026,Dortmund,dk FC Copenhagen,Away,League phase,,,,,,,,,,,,,,,,
2025-10-25,18:30 (16:30),Bundesliga,2025-2026,Dortmund,Köln,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,18:30 (17:30),DFB-Pokal,2025-2026,Dortmund,Eint Frankfurt,Away,Round of 32,,,,,,,,,,,,,,,,
2025-10-31,20:30 (19:30),Bundesliga,2025-2026,Dortmund,Augsburg,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-05,20:00,Champions Lg,2025-2026,Dortmund,eng Manchester City,Away,League phase,,,,,,,,,,,,,,,,
2025-11-08,15:30 (14:30),Bundesliga,2025-2026,Dortmund,Hamburger SV,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,15:30 (14:30),Bundesliga,2025-2026,Dortmund,Stuttgart,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-25,21:00 (20:00),Champions Lg,2025-2026,Dortmund,es Villarreal,Home,League phase,,,,,,,,,,,,,,,,
2025-11-29,18:30 (17:30),Bundesliga,2025-2026,Dortmund,Leverkusen,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Dortmund,Hoffenheim,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-10,21:00 (20:00),Champions Lg,2025-2026,Dortmund,no Bodø/Glimt,Home,League phase,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Dortmund,Freiburg,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Dortmund,Gladbach,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Dortmund,Eint Frankfurt,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Dortmund,Werder Bremen,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Dortmund,St. Pauli,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-20,20:00,Champions Lg,2025-2026,Dortmund,eng Tottenham,Away,League phase,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Dortmund,Union Berlin,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-28,21:00 (20:00),Champions Lg,2025-2026,Dortmund,it Inter,Home,League phase,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Dortmund,Heidenheim,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Dortmund,Wolfsburg,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Dortmund,Mainz 05,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Dortmund,RB Leipzig,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Dortmund,Bayern Munich,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Dortmund,Köln,Away,Matchweek 25,,,,,,,,,,,,,,,,
Date,Time,Comp,2025-2026,Dortmund,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Dortmund,Augsburg,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Dortmund,Hamburger SV,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Dortmund,Stuttgart,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Dortmund,Leverkusen,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Dortmund,Hoffenheim,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Dortmund,Freiburg,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Dortmund,Gladbach,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Dortmund,Eint Frankfurt,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Dortmund,Werder Bremen,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,15:30 (13:30),DFB-Pokal,2025-2026,RB Leipzig,Sandhausen,Away,Round of 64,,4.0,2.0,26.0,6.0,,,0.0,,2.0,4.0,6.0,2.0,,,0.0
2025-08-22,20:30 (18:30),Bundesliga,2025-2026,RB Leipzig,Bayern Munich,Away,Matchweek 1,0.5,0.0,6.0,12.0,1.0,17.1,0.0,0.0,1.7,6.0,0.0,19.0,9.0,16.9,1.0,0.0
2025-08-30,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Heidenheim,Home,Matchweek 2,2.2,2.0,0.0,19.0,5.0,14.0,1.0,0.0,0.9,0.0,2.0,5.0,3.0,11.2,0.0,0.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Mainz 05,Away,Matchweek 3,1.8,1.0,0.0,19.0,3.0,19.5,2.0,0.0,1.1,0.0,1.0,13.0,2.0,16.0,0.0,0.0
2025-09-20,18:30 (16:30),Bundesliga,2025-2026,RB Leipzig,Köln,Home,Matchweek 4,3.3,3.0,1.0,18.0,8.0,13.2,1.0,0.0,1.7,1.0,3.0,13.0,1.0,17.5,0.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Wolfsburg,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Dortmund,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Hamburger SV,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Augsburg,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,20:45 (19:45),DFB-Pokal,2025-2026,RB Leipzig,Energie Cottbus,Away,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,RB Leipzig,Stuttgart,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-08,15:30 (14:30),Bundesliga,2025-2026,RB Leipzig,Hoffenheim,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-23,15:30 (14:30),Bundesliga,2025-2026,RB Leipzig,Werder Bremen,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-28,20:30 (19:30),Bundesliga,2025-2026,RB Leipzig,Gladbach,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,RB Leipzig,Eint Frankfurt,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,RB Leipzig,Union Berlin,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,RB Leipzig,Leverkusen,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,RB Leipzig,St. Pauli,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,RB Leipzig,Freiburg,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,RB Leipzig,Bayern Munich,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,RB Leipzig,Heidenheim,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,RB Leipzig,Mainz 05,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,RB Leipzig,Köln,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,RB Leipzig,Wolfsburg,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,RB Leipzig,Dortmund,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,RB Leipzig,Hamburger SV,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,RB Leipzig,Augsburg,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,RB Leipzig,Stuttgart,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,RB Leipzig,Hoffenheim,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,RB Leipzig,Werder Bremen,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,RB Leipzig,Gladbach,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,RB Leipzig,Eint Frankfurt,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,RB Leipzig,Union Berlin,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,RB Leipzig,Leverkusen,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,RB Leipzig,St. Pauli,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,RB Leipzig,Freiburg,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,15:30 (13:30),DFB-Pokal,2025-2026,Koln,Jahn R'burg,Away,Round of 64,,2.0,1.0,17.0,2.0,,,0.0,,1.0,2.0,7.0,2.0,,,0.0
2025-08-24,15:30 (13:30),Bundesliga,2025-2026,Koln,Mainz 05,Away,Matchweek 1,1.4,1.0,0.0,12.0,2.0,17.2,1.0,0.0,1.4,0.0,1.0,19.0,2.0,16.2,0.0,0.0
2025-08-31,19:30 (17:30),Bundesliga,2025-2026,Koln,Freiburg,Home,Matchweek 2,2.1,4.0,1.0,18.0,6.0,16.5,0.0,0.0,0.9,1.0,4.0,12.0,2.0,15.2,0.0,0.0
2025-09-13,15:30 (13:30),Bundesliga,2025-2026,Koln,Wolfsburg,Away,Matchweek 3,1.6,3.0,3.0,14.0,8.0,18.3,0.0,0.0,1.5,3.0,3.0,14.0,6.0,15.1,1.0,0.0
2025-09-20,18:30 (16:30),Bundesliga,2025-2026,Koln,RB Leipzig,Away,Matchweek 4,1.7,1.0,3.0,13.0,1.0,17.5,0.0,0.0,3.3,3.0,1.0,18.0,8.0,13.2,1.0,0.0
2025-09-28,17:30 (15:30),Bundesliga,2025-2026,Koln,Stuttgart,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-03,20:30 (18:30),Bundesliga,2025-2026,Koln,Hoffenheim,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:30 (13:30),Bundesliga,2025-2026,Koln,Augsburg,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,18:30 (16:30),Bundesliga,2025-2026,Koln,Dortmund,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-29,20:45 (19:45),DFB-Pokal,2025-2026,Koln,Bayern Munich,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-02,15:30 (14:30),Bundesliga,2025-2026,Koln,Hamburger SV,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-08,18:30 (17:30),Bundesliga,2025-2026,Koln,Gladbach,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-22,18:30 (17:30),Bundesliga,2025-2026,Koln,Eint Frankfurt,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,Koln,Werder Bremen,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,Koln,St. Pauli,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,Koln,Leverkusen,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,Koln,Union Berlin,Home,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,Koln,Heidenheim,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,Koln,Bayern Munich,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,Koln,Mainz 05,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,Koln,Freiburg,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,Koln,Wolfsburg,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,Koln,RB Leipzig,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,Koln,Stuttgart,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,Koln,Hoffenheim,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,Koln,Augsburg,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,Koln,Dortmund,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,Koln,Hamburger SV,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,Koln,Gladbach,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,Koln,Eint Frankfurt,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,Koln,Werder Bremen,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,Koln,St. Pauli,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-25,,Bundesliga,2025-2026,Koln,Leverkusen,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-02,,Bundesliga,2025-2026,Koln,Union Berlin,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Bundesliga,2025-2026,Koln,Heidenheim,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,15:30 (13:30),Bundesliga,2025-2026,Koln,Bayern Munich,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,15:30 (13:30),DFB-Pokal,2025-2026,St Pauli,Eintracht Norderstedt,Away,Round of 64,,0 (3),0 (2),41.0,16.0,,,0.0,,0 (2),0 (3),9.0,3.0,,,0.0
2025-08-23,18:30 (16:30),Bundesliga,2025-2026,St Pauli,Dortmund,Home,Matchweek 1,1.2,3,3,10.0,6.0,19.2,0.0,1.0,1.6,3,3,7.0,6.0,14.8,0.0,0.0
2025-08-29,20:30 (18:30),Bundesliga,2025-2026,St Pauli,Hamburger SV,Away,Matchweek 2,1.4,2,0,17.0,6.0,18.8,0.0,0.0,0.4,0,2,5.0,2.0,21.4,2.0,0.0
2025-09-14,15:30 (13:30),Bundesliga,2025-2026,St Pauli,Augsburg,Home,Matchweek 3,1.8,2,1,12.0,6.0,20.5,1.0,0.0,0.8,1,2,10.0,5.0,18.4,0.0,0.0
2025-09-19,20:30 (18:30),Bundesliga,2025-2026,St Pauli,Stuttgart,Away,Matchweek 4,0.9,0,2,9.0,2.0,15.9,0.0,0.0,2.1,2,0,16.0,7.0,19.7,0.0,0.0
2025-09-27,15:30 (13:30),Bundesliga,2025-2026,St Pauli,Leverkusen,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:30 (13:30),Bundesliga,2025-2026,St Pauli,Werder Bremen,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-19,17:30 (15:30),Bundesliga,2025-2026,St Pauli,Hoffenheim,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:30 (13:30),Bundesliga,2025-2026,St Pauli,Eint Frankfurt,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,20:45 (19:45),DFB-Pokal,2025-2026,St Pauli,Hoffenheim,Home,Round of 32,,,,,,,,,,,,,,,,
2025-11-01,15:30 (14:30),Bundesliga,2025-2026,St Pauli,Gladbach,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-09,15:30 (14:30),Bundesliga,2025-2026,St Pauli,Freiburg,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-23,17:30 (16:30),Bundesliga,2025-2026,St Pauli,Union Berlin,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-29,15:30 (14:30),Bundesliga,2025-2026,St Pauli,Bayern Munich,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-12-06,,Bundesliga,2025-2026,St Pauli,Köln,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-13,,Bundesliga,2025-2026,St Pauli,Heidenheim,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-20,,Bundesliga,2025-2026,St Pauli,Mainz 05,Away,Matchweek 15,,,,,,,,,,,,,,,,
2026-01-10,,Bundesliga,2025-2026,St Pauli,RB Leipzig,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-14,,Bundesliga,2025-2026,St Pauli,Wolfsburg,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-17,,Bundesliga,2025-2026,St Pauli,Dortmund,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-24,,Bundesliga,2025-2026,St Pauli,Hamburger SV,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-31,,Bundesliga,2025-2026,St Pauli,Augsburg,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-07,,Bundesliga,2025-2026,St Pauli,Stuttgart,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-14,,Bundesliga,2025-2026,St Pauli,Leverkusen,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-21,,Bundesliga,2025-2026,St Pauli,Werder Bremen,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-28,,Bundesliga,2025-2026,St Pauli,Hoffenheim,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-07,,Bundesliga,2025-2026,St Pauli,Eint Frankfurt,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-14,,Bundesliga,2025-2026,St Pauli,Gladbach,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-21,,Bundesliga,2025-2026,St Pauli,Freiburg,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-04,,Bundesliga,2025-2026,St Pauli,Union Berlin,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-11,,Bundesliga,2025-2026,St Pauli,Bayern Munich,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-18,,Bundesliga,2025-2026,St Pauli,Köln,Home,Matchweek 30,,,,,,,,,,,,,,,,
