date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2026-03-01,,Serie A,2025-2026,Pisa,Bologna,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-03-08,,Serie A,2025-2026,Pisa,Juventus,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-03-15,,Serie A,2025-2026,Pisa,Cagliari,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-03-22,,Serie A,2025-2026,Pisa,Como,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-04,,Serie A,2025-2026,Pisa,Torino,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-04-12,,Serie A,2025-2026,Pisa,Roma,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-04-19,,Serie A,2025-2026,Pisa,Genoa,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-04-26,,Serie A,2025-2026,Pisa,Parma,Away,Matchweek 34,,,,,,,,,,,,,,,,
2026-05-03,,Serie A,2025-2026,Pisa,Lecce,Home,Matchweek 35,,,,,,,,,,,,,,,,
2026-05-10,,Serie A,2025-2026,Pisa,Cremonese,Away,Matchweek 36,,,,,,,,,,,,,,,,
2026-05-17,,Serie A,2025-2026,Pisa,Napoli,Home,Matchweek 37,,,,,,,,,,,,,,,,
2026-05-24,,Serie A,2025-2026,Pisa,Lazio,Away,Matchweek 38,,,,,,,,,,,,,,,,
2025-08-15,20:45 (18:45),Coppa Italia,2025-2026,Lecce,Juve Stabia,Home,First round,,2.0,0.0,7.0,3.0,,,1.0,,0.0,2.0,14.0,4.0,,,0.0
2025-08-23,18:30 (16:30),Serie A,2025-2026,Lecce,Genoa,Away,Matchweek 1,0.4,0.0,0.0,7.0,0.0,15.2,0.0,0.0,0.5,0.0,0.0,5.0,2.0,20.8,1.0,0.0
2025-08-29,20:45 (18:45),Serie A,2025-2026,Lecce,Milan,Home,Matchweek 2,0.3,0.0,2.0,7.0,2.0,15.8,0.0,0.0,1.8,2.0,0.0,14.0,6.0,14.4,0.0,0.0
2025-09-14,15:00 (13:00),Serie A,2025-2026,Lecce,Atalanta,Away,Matchweek 3,0.5,1.0,4.0,12.0,3.0,21.8,0.0,0.0,2.1,4.0,1.0,19.0,8.0,16.2,1.0,0.0
2025-09-19,20:45 (18:45),Serie A,2025-2026,Lecce,Cagliari,Home,Matchweek 4,1.0,1.0,2.0,11.0,5.0,15.6,0.0,0.0,2.2,2.0,1.0,14.0,5.0,15.1,0.0,1.0
2025-09-23,21:00 (19:00),Coppa Italia,2025-2026,Lecce,Milan,Away,Second round,,,,,,,,,,,,,,,,
2025-09-28,18:00 (16:00),Serie A,2025-2026,Lecce,Bologna,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-10-04,15:00 (13:00),Serie A,2025-2026,Lecce,Parma,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-18,15:00 (13:00),Serie A,2025-2026,Lecce,Sassuolo,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-25,15:00 (13:00),Serie A,2025-2026,Lecce,Udinese,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-28,18:30 (17:30),Serie A,2025-2026,Lecce,Napoli,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-11-02,15:00 (14:00),Serie A,2025-2026,Lecce,Fiorentina,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-08,15:00 (14:00),Serie A,2025-2026,Lecce,Hellas Verona,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-23,18:00 (17:00),Serie A,2025-2026,Lecce,Lazio,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-30,,Serie A,2025-2026,Lecce,Torino,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-12-07,,Serie A,2025-2026,Lecce,Cremonese,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-14,,Serie A,2025-2026,Lecce,Pisa,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-21,,Serie A,2025-2026,Lecce,Inter,Away,Matchweek 16,,,,,,,,,,,,,,,,
2025-12-28,,Serie A,2025-2026,Lecce,Como,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-03,,Serie A,2025-2026,Lecce,Juventus,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-06,,Serie A,2025-2026,Lecce,Roma,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-11,,Serie A,2025-2026,Lecce,Parma,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-01-18,,Serie A,2025-2026,Lecce,Milan,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-01-25,,Serie A,2025-2026,Lecce,Lazio,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-01,,Serie A,2025-2026,Lecce,Torino,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-02-08,,Serie A,2025-2026,Lecce,Udinese,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-02-15,,Serie A,2025-2026,Lecce,Cagliari,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-02-22,,Serie A,2025-2026,Lecce,Inter,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-01,,Serie A,2025-2026,Lecce,Como,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-03-08,,Serie A,2025-2026,Lecce,Cremonese,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-03-15,,Serie A,2025-2026,Lecce,Napoli,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-03-22,,Serie A,2025-2026,Lecce,Roma,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-04,,Serie A,2025-2026,Lecce,Atalanta,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-04-12,,Serie A,2025-2026,Lecce,Bologna,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-04-19,,Serie A,2025-2026,Lecce,Fiorentina,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-04-26,,Serie A,2025-2026,Lecce,Hellas Verona,Away,Matchweek 34,,,,,,,,,,,,,,,,
2026-05-03,,Serie A,2025-2026,Lecce,Pisa,Away,Matchweek 35,,,,,,,,,,,,,,,,
2026-05-10,,Serie A,2025-2026,Lecce,Juventus,Home,Matchweek 36,,,,,,,,,,,,,,,,
2026-05-17,,Serie A,2025-2026,Lecce,Sassuolo,Away,Matchweek 37,,,,,,,,,,,,,,,,
2026-05-24,,Serie A,2025-2026,Lecce,Genoa,Home,Matchweek 38,,,,,,,,,,,,,,,,
