date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Rennes,Nice,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Rennes,Toulouse,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,15:00 (14:00),Ligue 1,2025-2026,Rennes,Strasbourg,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-07,20:45 (19:45),Ligue 1,2025-2026,Rennes,Paris FC,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Rennes,Monaco,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Rennes,Metz,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Rennes,Paris S-G,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Rennes,Brest,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Rennes,Lille,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Rennes,Le Havre,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Rennes,Lorient,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Rennes,Monaco,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Rennes,Lens,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Rennes,Paris S-G,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Rennes,Auxerre,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Rennes,Toulouse,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Rennes,Nice,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Rennes,Lille,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Rennes,Metz,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Rennes,Brest,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Rennes,Angers,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Rennes,Strasbourg,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Rennes,Nantes,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Rennes,Lyon,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Rennes,Paris FC,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Rennes,Marseille,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-15,20:45 (18:45),Ligue 1,2025-2026,Marseille,Rennes,Away,Matchweek 1,1.7,0.0,1.0,24.0,2.0,16.8,0.0,0.0,1.5,1.0,0.0,12.0,5.0,20.1,0.0,0.0
2025-08-23,17:00 (15:00),Ligue 1,2025-2026,Marseille,Paris FC,Home,Matchweek 2,2.3,5.0,2.0,9.0,6.0,18.3,0.0,1.0,1.1,2.0,5.0,8.0,4.0,18.7,0.0,0.0
2025-08-31,20:45 (18:45),Ligue 1,2025-2026,Marseille,Lyon,Away,Matchweek 3,0.8,0.0,1.0,5.0,2.0,17.4,0.0,0.0,2.3,1.0,0.0,18.0,5.0,14.2,2.0,0.0
2025-09-12,20:45 (18:45),Ligue 1,2025-2026,Marseille,Lorient,Home,Matchweek 4,,,,,,,,,,,,,,,,
2025-09-16,21:00 (19:00),Champions Lg,2025-2026,Marseille,es Real Madrid,Away,League phase,,,,,,,,,,,,,,,,
2025-09-21,20:45 (18:45),Ligue 1,2025-2026,Marseille,Paris S-G,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-26,20:45 (18:45),Ligue 1,2025-2026,Marseille,Strasbourg,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-09-30,21:00 (19:00),Champions Lg,2025-2026,Marseille,nl Ajax,Home,League phase,,,,,,,,,,,,,,,,
2025-10-04,17:00 (15:00),Ligue 1,2025-2026,Marseille,Metz,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-18,21:05 (19:05),Ligue 1,2025-2026,Marseille,Le Havre,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-22,20:00 (19:00),Champions Lg,2025-2026,Marseille,pt Sporting CP,Away,League phase,,,,,,,,,,,,,,,,
2025-10-25,21:05 (19:05),Ligue 1,2025-2026,Marseille,Lens,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Marseille,Angers,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,21:05 (20:05),Ligue 1,2025-2026,Marseille,Auxerre,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-05,21:00 (20:00),Champions Lg,2025-2026,Marseille,it Atalanta,Home,League phase,,,,,,,,,,,,,,,,
2025-11-08,17:00 (16:00),Ligue 1,2025-2026,Marseille,Brest,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Marseille,Nice,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-25,21:00 (20:00),Champions Lg,2025-2026,Marseille,eng Newcastle Utd,Home,League phase,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Marseille,Toulouse,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Marseille,Lille,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-09,21:00 (20:00),Champions Lg,2025-2026,Marseille,be Union SG,Away,League phase,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Marseille,Monaco,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Marseille,Nantes,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Marseille,Angers,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-21,21:00 (20:00),Champions Lg,2025-2026,Marseille,eng Liverpool,Home,League phase,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Marseille,Lens,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-28,21:00 (20:00),Champions Lg,2025-2026,Marseille,be Club Brugge,Away,League phase,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Marseille,Paris FC,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Marseille,Paris S-G,Away,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Marseille,Strasbourg,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Marseille,Brest,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Marseille,Lyon,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Marseille,Toulouse,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Marseille,Auxerre,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Marseille,Lille,Home,Matchweek 27,,,,,,,,,,,,,,,,
,Time,Comp,2025-2026,Marseille,Opponent,Venue,Round,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Marseille,Monaco,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Marseille,Metz,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Marseille,Lorient,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Marseille,Nice,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Marseille,Nantes,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Marseille,Le Havre,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Marseille,Rennes,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-16,19:00 (17:00),Ligue 1,2025-2026,Le Havre,Monaco,Away,Matchweek 1,0.6,1.0,3.0,9.0,4.0,19.0,0.0,0.0,1.8,3.0,1.0,13.0,3.0,17.9,1.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Lens,Home,Matchweek 2,1.7,1.0,2.0,18.0,6.0,17.1,1.0,0.0,1.1,2.0,1.0,5.0,2.0,20.6,0.0,1.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Nice,Home,Matchweek 3,2.6,3.0,1.0,12.0,8.0,16.0,0.0,0.0,0.6,1.0,3.0,7.0,3.0,16.5,0.0,0.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Strasbourg,Away,Matchweek 4,,,,,,,,,,,,,,,,
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Lorient,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-28,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Metz,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Le Havre,Rennes,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-18,21:05 (19:05),Ligue 1,2025-2026,Le Havre,Marseille,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Auxerre,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Le Havre,Brest,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Le Havre,Toulouse,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-08,19:00 (18:00),Ligue 1,2025-2026,Le Havre,Nantes,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Le Havre,Paris S-G,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Le Havre,Lille,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Le Havre,Paris FC,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Le Havre,Lyon,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Le Havre,Angers,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Le Havre,Rennes,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Le Havre,Monaco,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Le Havre,Lens,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Le Havre,Strasbourg,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Le Havre,Toulouse,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Le Havre,Nantes,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Le Havre,Paris S-G,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Le Havre,Brest,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Le Havre,Lyon,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Le Havre,Paris FC,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Le Havre,Auxerre,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Le Havre,Nice,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Le Havre,Angers,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Le Havre,Metz,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Le Havre,Lille,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Le Havre,Marseille,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Le Havre,Lorient,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,20:45 (18:45),Ligue 1,2025-2026,Nantes,Paris S-G,Home,Matchweek 1,0.1,0.0,1.0,5.0,0.0,25.0,0.0,0.0,1.4,1.0,0.0,18.0,4.0,18.2,0.0,0.0
2025-08-24,17:15 (15:15),Ligue 1,2025-2026,Nantes,Strasbourg,Away,Matchweek 2,0.4,0.0,1.0,9.0,2.0,16.9,0.0,0.0,1.8,1.0,0.0,15.0,4.0,16.9,0.0,0.0
2025-08-30,19:00 (17:00),Ligue 1,2025-2026,Nantes,Auxerre,Home,Matchweek 3,0.5,1.0,0.0,4.0,3.0,23.8,0.0,0.0,0.7,0.0,1.0,14.0,4.0,18.6,0.0,0.0
2025-09-13,17:00 (15:00),Ligue 1,2025-2026,Nantes,Nice,Away,Matchweek 4,,,,,,,,,,,,,,,,
2025-09-20,17:00 (15:00),Ligue 1,2025-2026,Nantes,Rennes,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-27,19:00 (17:00),Ligue 1,2025-2026,Nantes,Toulouse,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-04,19:00 (17:00),Ligue 1,2025-2026,Nantes,Brest,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-19,20:45 (18:45),Ligue 1,2025-2026,Nantes,Lille,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-24,20:45 (18:45),Ligue 1,2025-2026,Nantes,Paris FC,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Nantes,Monaco,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Nantes,Metz,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-08,19:00 (18:00),Ligue 1,2025-2026,Nantes,Le Havre,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Nantes,Lorient,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Nantes,Lyon,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Nantes,Lens,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Nantes,Angers,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Nantes,Marseille,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Nantes,Paris FC,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Nantes,Nice,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Nantes,Lorient,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Nantes,Lyon,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Nantes,Monaco,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Nantes,Le Havre,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Nantes,Lille,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Nantes,Angers,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Nantes,Paris S-G,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Nantes,Strasbourg,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Nantes,Metz,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Nantes,Auxerre,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Nantes,Brest,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Nantes,Rennes,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Nantes,Marseille,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Nantes,Lens,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Nantes,Toulouse,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-06,21:00 (19:00),Champions Lg,2025-2026,Nice,pt Benfica,Home,Third qualifying round,,0.0,2.0,,,,,0.0,,2.0,0.0,,,,,0.0
2025-08-12,20:00 (19:00),Champions Lg,2025-2026,Nice,pt Benfica,Away,Third qualifying round,,0.0,2.0,,,,,0.0,,2.0,0.0,,,,,0.0
2025-08-16,21:05 (19:05),Ligue 1,2025-2026,Nice,Toulouse,Home,Matchweek 1,0.8,0.0,1.0,13.0,2.0,22.3,1.0,0.0,0.6,1.0,0.0,10.0,2.0,16.3,0.0,0.0
2025-08-23,19:00 (17:00),Ligue 1,2025-2026,Nice,Auxerre,Home,Matchweek 2,1.9,3.0,1.0,16.0,6.0,17.8,0.0,0.0,1.5,1.0,3.0,12.0,8.0,16.5,0.0,0.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Nice,Le Havre,Away,Matchweek 3,0.6,1.0,3.0,7.0,3.0,16.5,0.0,0.0,2.6,3.0,1.0,12.0,8.0,16.0,0.0,0.0
2025-09-13,17:00 (15:00),Ligue 1,2025-2026,Nice,Nantes,Home,Matchweek 4,,,,,,,,,,,,,,,,
2025-09-20,19:00 (17:00),Ligue 1,2025-2026,Nice,Brest,Away,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-24,21:00 (19:00),Europa Lg,2025-2026,Nice,it Roma,Home,League phase,,,,,,,,,,,,,,,,
2025-09-28,15:00 (13:00),Ligue 1,2025-2026,Nice,Paris FC,Home,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-02,19:45 (16:45),Europa Lg,2025-2026,Nice,tr Fenerbahçe,Away,League phase,,,,,,,,,,,,,,,,
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Nice,Monaco,Away,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-18,17:00 (15:00),Ligue 1,2025-2026,Nice,Lyon,Home,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-23,21:00 (19:00),Europa Lg,2025-2026,Nice,es Celta Vigo,Away,League phase,,,,,,,,,,,,,,,,
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Nice,Rennes,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Nice,Lille,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,17:00 (16:00),Ligue 1,2025-2026,Nice,Paris S-G,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-06,18:45 (17:45),Europa Lg,2025-2026,Nice,de Freiburg,Home,League phase,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Nice,Metz,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Nice,Marseille,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-27,17:45,Europa Lg,2025-2026,Nice,pt Porto,Away,League phase,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Nice,Lorient,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Nice,Angers,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-11,18:45 (17:45),Europa Lg,2025-2026,Nice,pt Braga,Home,League phase,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Nice,Lens,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Nice,Strasbourg,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Nice,Toulouse,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-22,21:00 (20:00),Europa Lg,2025-2026,Nice,nl Go Ahead Eag,Home,League phase,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Nice,Nantes,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-01-29,22:00 (20:00),Europa Lg,2025-2026,Nice,bg Ludogorets,Away,League phase,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Nice,Brest,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Nice,Monaco,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Nice,Lyon,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Nice,Lorient,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Nice,Paris FC,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Nice,Rennes,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Nice,Angers,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Nice,Paris S-G,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Nice,Strasbourg,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Nice,Le Havre,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Nice,Lille,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Nice,Marseille,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Nice,Lens,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Nice,Auxerre,Away,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Nice,Metz,Home,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Lorient,Home,Matchweek 1,1.3,1.0,0.0,6.0,3.0,21.9,0.0,0.0,1.3,0.0,1.0,13.0,3.0,15.3,0.0,0.0
2025-08-23,19:00 (17:00),Ligue 1,2025-2026,Auxerre,Nice,Away,Matchweek 2,1.5,1.0,3.0,12.0,8.0,16.5,0.0,0.0,1.9,3.0,1.0,16.0,6.0,17.8,0.0,0.0
2025-08-30,19:00 (17:00),Ligue 1,2025-2026,Auxerre,Nantes,Away,Matchweek 3,0.7,0.0,1.0,14.0,4.0,18.6,0.0,0.0,0.5,1.0,0.0,4.0,3.0,23.8,0.0,0.0
2025-09-13,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Monaco,Home,Matchweek 4,,,,,,,,,,,,,,,,
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Toulouse,Home,Matchweek 5,,,,,,,,,,,,,,,,
2025-09-27,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Paris S-G,Away,Matchweek 6,,,,,,,,,,,,,,,,
2025-10-04,21:05 (19:05),Ligue 1,2025-2026,Auxerre,Lens,Home,Matchweek 7,,,,,,,,,,,,,,,,
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Auxerre,Rennes,Away,Matchweek 8,,,,,,,,,,,,,,,,
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Le Havre,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Auxerre,Strasbourg,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-01,21:05 (20:05),Ligue 1,2025-2026,Auxerre,Marseille,Home,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Auxerre,Angers,Away,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,,Ligue 1,2025-2026,Auxerre,Lyon,Home,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,,Ligue 1,2025-2026,Auxerre,Paris FC,Away,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,,Ligue 1,2025-2026,Auxerre,Metz,Home,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-14,,Ligue 1,2025-2026,Auxerre,Lille,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Auxerre,Brest,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Auxerre,Lens,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Auxerre,Paris S-G,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Auxerre,Toulouse,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Auxerre,Paris FC,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Auxerre,Metz,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Auxerre,Rennes,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Auxerre,Lorient,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Auxerre,Strasbourg,Home,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Auxerre,Marseille,Away,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Auxerre,Brest,Home,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Auxerre,Le Havre,Away,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Auxerre,Nantes,Home,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Auxerre,Monaco,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Auxerre,Lyon,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Auxerre,Angers,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Auxerre,Nice,Home,Matchweek 33,,,,,,,,,,,,,,,,
