date,time,comp,opponent,venue,round,season,team,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-01-29,21:00 (20:00),Champions Lg,fr Monaco,Home,League phase,2024-2025,Internazionale,3.9,3,0,19,6,15.7,1,1,0.2,0.0,3.0,4.0,0.0,15.4,0.0,0.0
2025-02-02,18:00 (17:00),Serie A,Milan,Away,Matchweek 23,2024-2025,Internazionale,1.3,1,1,16,6,13.8,0,0,0.6,1.0,1.0,10.0,4.0,19.6,0.0,0.0
2025-02-06,20:45 (19:45),Serie A,Fiorentina,Away,Matchweek 14,2024-2025,Internazionale,,,,,,,,,,,,,,,,
2025-02-10,20:45 (19:45),Serie A,Fiorentina,Home,Matchweek 24,2024-2025,Internazionale,2.2,2,1,22,8,15.0,1,0,0.9,1.0,2.0,6.0,1.0,23.9,1.0,1.0
Date,Time,Comp,Opponent,Venue,Round,2024-2025,Internazionale,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2025-02-16,20:45 (19:45),Serie A,Juventus,Away,Matchweek 25,2024-2025,Internazionale,1.8,0,1,17,2,16.1,1,0,1.2,1.0,0.0,16.0,7.0,15.4,0.0,0.0
2025-02-22,20:45 (19:45),Serie A,Genoa,Home,Matchweek 26,2024-2025,Internazionale,1.5,1,0,18,4,17.7,0,0,1.3,0.0,1.0,11.0,2.0,17.3,0.0,0.0
2025-02-25,21:00 (20:00),Coppa Italia,Lazio,Home,Quarter-finals,2024-2025,Internazionale,,2,0,4,2,,,1,,0.0,2.0,13.0,6.0,,,0.0
2025-03-01,18:00 (17:00),Serie A,Napoli,Away,Matchweek 27,2024-2025,Internazionale,0.3,1,1,6,1,20.9,1,0,1.8,1.0,1.0,19.0,4.0,17.0,0.0,0.0
2025-03-05,18:45 (17:45),Champions Lg,nl Feyenoord,Away,Round of 16,2024-2025,Internazionale,2.2,2,0,12,6,15.4,1,0,0.4,0.0,2.0,8.0,5.0,17.2,0.0,0.0
2025-03-08,20:45 (19:45),Serie A,Monza,Home,Matchweek 28,2024-2025,Internazionale,2.6,3,2,30,9,15.0,0,0,0.6,2.0,3.0,8.0,4.0,23.0,0.0,0.0
2025-03-11,21:00 (20:00),Champions Lg,nl Feyenoord,Home,Round of 16,2024-2025,Internazionale,2.1,2,1,11,4,18.9,0,1,1.5,1.0,2.0,13.0,3.0,19.7,0.0,1.0
2025-03-16,20:45 (19:45),Serie A,Atalanta,Away,Matchweek 29,2024-2025,Internazionale,2.2,2,0,14,4,16.6,0,0,0.6,0.0,2.0,16.0,3.0,19.5,0.0,0.0
2025-03-30,18:00 (16:00),Serie A,Udinese,Home,Matchweek 30,2024-2025,Internazionale,1.7,2,1,13,2,12.7,0,0,0.7,1.0,2.0,11.0,4.0,16.5,0.0,0.0
2025-04-02,21:00 (19:00),Coppa Italia,Milan,Away,Semi-finals,2024-2025,Internazionale,,1,1,18,7,,,0,,1.0,1.0,12.0,4.0,,,0.0
2025-04-05,18:00 (16:00),Serie A,Parma,Away,Matchweek 31,2024-2025,Internazionale,2.0,2,2,20,4,17.2,1,0,1.4,2.0,2.0,8.0,4.0,16.4,0.0,0.0
2025-04-08,21:00 (19:00),Champions Lg,de Bayern Munich,Away,Quarter-finals,2024-2025,Internazionale,0.8,2,1,10,4,18.1,0,0,2.3,1.0,2.0,20.0,7.0,14.9,0.0,0.0
2025-04-12,18:00 (16:00),Serie A,Cagliari,Home,Matchweek 32,2024-2025,Internazionale,1.8,3,1,13,4,14.3,0,0,1.1,1.0,3.0,8.0,3.0,17.3,0.0,0.0
2025-04-16,21:00 (19:00),Champions Lg,de Bayern Munich,Home,Quarter-finals,2024-2025,Internazionale,1.4,2,2,15,5,18.3,1,0,1.5,2.0,2.0,20.0,6.0,15.3,0.0,0.0
2025-04-20,18:00 (16:00),Serie A,Bologna,Away,Matchweek 33,2024-2025,Internazionale,0.5,0,1,8,1,18.2,0,0,0.8,1.0,0.0,12.0,3.0,16.7,1.0,0.0
2025-04-23,21:00 (19:00),Coppa Italia,Milan,Home,Semi-finals,2024-2025,Internazionale,,0,3,16,3,,,0,,3.0,0.0,8.0,3.0,,,0.0
2025-04-27,15:00 (13:00),Serie A,Roma,Home,Matchweek 34,2024-2025,Internazionale,1.1,0,1,17,2,17.4,1,0,1.9,1.0,0.0,19.0,6.0,14.9,0.0,0.0
2025-04-30,21:00 (19:00),Champions Lg,es Barcelona,Away,Semi-finals,2024-2025,Internazionale,0.8,3,3,7,3,15.6,0,0,1.4,3.0,3.0,19.0,9.0,19.2,1.0,0.0
2025-05-03,20:45 (18:45),Serie A,Hellas Verona,Home,Matchweek 35,2024-2025,Internazionale,1.3,1,0,8,1,18.1,0,1,0.2,0.0,1.0,6.0,1.0,20.1,0.0,0.0
2025-05-06,21:00 (19:00),Champions Lg,es Barcelona,Home,Semi-finals,2024-2025,Internazionale,2.2,4,3,12,6,18.9,0,1,2.8,3.0,4.0,22.0,10.0,16.1,0.0,0.0
2025-05-11,18:00 (16:00),Serie A,Torino,Away,Matchweek 36,2024-2025,Internazionale,2.5,2,0,11,6,16.2,0,1,1.5,0.0,2.0,17.0,3.0,13.6,0.0,0.0
2025-05-18,20:45 (18:45),Serie A,Lazio,Home,Matchweek 37,2024-2025,Internazionale,1.1,2,2,10,3,14.0,0,0,2.1,2.0,2.0,11.0,3.0,17.6,0.0,1.0
2025-05-23,20:45 (18:45),Serie A,Como,Away,Matchweek 38,2024-2025,Internazionale,1.4,2,0,11,6,15.1,1,0,1.2,0.0,2.0,18.0,4.0,17.7,1.0,0.0
2025-05-31,21:00 (19:00),Champions Lg,fr Paris S-G,Neutral,Final,2024-2025,Internazionale,0.5,0,5,8,2,16.0,0,0,3.1,5.0,0.0,23.0,8.0,13.9,0.0,0.0
2024-08-14,21:00 (19:00),Super Cup,es Real Madrid,Away,UEFA Super Cup,2024-2025,Atalanta,,0,2,7,2,,,0,,2.0,0.0,13.0,6.0,,,0.0
2024-08-19,18:30 (16:30),Serie A,Lecce,Away,Matchweek 1,2024-2025,Atalanta,1.7,4,0,10,5,13.4,0,1,1.5,0.0,4.0,21.0,4.0,17.3,1.0,0.0
2024-08-25,18:30 (16:30),Serie A,Torino,Away,Matchweek 2,2024-2025,Atalanta,3.0,1,2,24,8,16.0,1,0,2.4,2.0,1.0,13.0,6.0,15.5,1.0,0.0
2024-08-30,20:45 (18:45),Serie A,Inter,Away,Matchweek 3,2024-2025,Atalanta,1.4,0,4,11,1,17.1,0,0,1.3,4.0,0.0,13.0,4.0,17.9,0.0,0.0
2024-09-15,15:00 (13:00),Serie A,Fiorentina,Home,Matchweek 4,2024-2025,Atalanta,1.7,3,2,13,7,13.6,0,0,1.7,2.0,3.0,13.0,5.0,15.4,0.0,0.0
2024-09-19,21:00 (19:00),Champions Lg,eng Arsenal,Home,League phase,2024-2025,Atalanta,1.2,0,0,7,1,18.5,0,0,0.8,0.0,0.0,6.0,2.0,14.9,1.0,0.0
2024-09-24,20:45 (18:45),Serie A,Como,Home,Matchweek 5,2024-2025,Atalanta,1.6,2,3,7,4,20.0,0,1,1.1,3.0,2.0,14.0,7.0,20.6,0.0,0.0
2024-09-28,20:45 (18:45),Serie A,Bologna,Away,Matchweek 6,2024-2025,Atalanta,2.0,1,1,23,4,16.2,0,0,0.1,1.0,1.0,5.0,1.0,19.7,0.0,0.0
2024-10-02,18:45 (16:45),Champions Lg,ua Shakhtar,Away,League phase,2024-2025,Atalanta,2.6,3,0,22,5,15.1,0,0,0.3,0.0,3.0,6.0,0.0,25.2,0.0,0.0
2024-10-05,18:00 (16:00),Serie A,Genoa,Home,Matchweek 7,2024-2025,Atalanta,3.6,5,1,22,7,15.3,0,1,0.7,1.0,5.0,7.0,2.0,19.0,0.0,0.0
2024-10-20,15:00 (13:00),Serie A,Venezia,Away,Matchweek 8,2024-2025,Atalanta,1.4,2,0,16,7,15.7,0,0,0.8,0.0,2.0,12.0,4.0,17.9,1.0,0.0
2024-10-23,18:45 (16:45),Champions Lg,sct Celtic,Home,League phase,2024-2025,Atalanta,2.4,0,0,22,6,15.3,1,0,0.3,0.0,0.0,4.0,2.0,19.6,0.0,0.0
2024-10-26,20:45 (18:45),Serie A,Hellas Verona,Home,Matchweek 9,2024-2025,Atalanta,2.4,6,1,19,10,15.3,0,0,0.2,1.0,6.0,4.0,2.0,21.1,0.0,0.0
2024-10-30,20:45 (19:45),Serie A,Monza,Home,Matchweek 10,2024-2025,Atalanta,1.2,2,0,16,5,19.1,2,0,0.1,0.0,2.0,4.0,3.0,28.9,1.0,0.0
2024-11-03,12:30 (11:30),Serie A,Napoli,Away,Matchweek 11,2024-2025,Atalanta,1.2,3,0,12,3,13.7,0,0,0.8,0.0,3.0,13.0,3.0,17.4,0.0,0.0
2024-11-06,21:00 (20:00),Champions Lg,de Stuttgart,Away,League phase,2024-2025,Atalanta,2.3,2,0,9,4,16.5,0,0,1.0,0.0,2.0,10.0,0.0,20.8,0.0,0.0
2024-11-10,12:30 (11:30),Serie A,Udinese,Home,Matchweek 12,2024-2025,Atalanta,0.9,2,1,10,3,12.4,0,0,0.8,1.0,2.0,11.0,6.0,18.0,0.0,0.0
2024-11-23,20:45 (19:45),Serie A,Parma,Away,Matchweek 13,2024-2025,Atalanta,2.7,3,1,15,6,13.0,0,0,0.7,1.0,3.0,9.0,3.0,22.5,0.0,0.0
2024-11-26,21:00 (20:00),Champions Lg,ch Young Boys,Away,League phase,2024-2025,Atalanta,2.5,6,1,18,10,14.3,1,0,0.8,1.0,6.0,9.0,1.0,16.8,0.0,0.0
2024-12-02,20:45 (19:45),Serie A,Roma,Away,Matchweek 14,2024-2025,Atalanta,1.3,2,0,18,7,15.1,1,0,0.4,0.0,2.0,5.0,1.0,21.6,0.0,0.0
2024-12-06,20:45 (19:45),Serie A,Milan,Home,Matchweek 15,2024-2025,Atalanta,2.1,2,1,17,8,14.1,0,0,0.7,1.0,2.0,6.0,2.0,15.4,0.0,0.0
2024-12-10,21:00 (20:00),Champions Lg,es Real Madrid,Home,League phase,2024-2025,Atalanta,3.3,2,3,19,8,17.4,1,1,2.1,3.0,2.0,10.0,6.0,16.6,1.0,0.0
2024-12-14,15:00 (14:00),Serie A,Cagliari,Away,Matchweek 16,2024-2025,Atalanta,1.5,1,0,12,2,13.9,0,0,1.4,0.0,1.0,12.0,8.0,14.5,0.0,0.0
2024-12-18,18:30 (17:30),Coppa Italia,Cesena,Home,Round of 16,2024-2025,Atalanta,,6,1,17,10,,,0,,1.0,6.0,5.0,1.0,,,0.0
2024-12-22,18:00 (17:00),Serie A,Empoli,Home,Matchweek 17,2024-2025,Atalanta,1.3,3,2,16,6,12.1,0,0,1.3,2.0,3.0,6.0,2.0,23.1,0.0,1.0
2024-12-28,20:45 (19:45),Serie A,Lazio,Away,Matchweek 18,2024-2025,Atalanta,2.7,1,1,14,3,11.0,0,0,0.6,1.0,1.0,11.0,5.0,27.1,1.0,0.0
2025-01-02,22:00 (19:00),Supercoppa,Inter,Neutral,Semi-finals,2024-2025,Atalanta,,0,2,15,3,,,0,,2.0,0.0,21.0,6.0,,,0.0
2025-01-11,15:00 (14:00),Serie A,Udinese,Away,Matchweek 20,2024-2025,Atalanta,0.2,0,0,4,2,15.5,0,0,1.5,0.0,0.0,12.0,3.0,14.6,1.0,0.0
2025-01-14,20:45 (19:45),Serie A,Juventus,Home,Matchweek 19,2024-2025,Atalanta,1.4,1,1,17,5,16.0,0,0,1.5,1.0,1.0,17.0,8.0,14.5,0.0,0.0
2025-01-18,20:45 (19:45),Serie A,Napoli,Home,Matchweek 21,2024-2025,Atalanta,0.7,2,3,15,6,17.1,0,0,0.8,3.0,2.0,6.0,3.0,16.9,0.0,0.0
2025-01-21,18:45 (17:45),Champions Lg,at Sturm Graz,Home,League phase,2024-2025,Atalanta,4.9,5,0,25,9,11.2,0,0,0.8,0.0,5.0,5.0,1.0,19.6,0.0,0.0
2025-01-25,15:00 (14:00),Serie A,Como,Away,Matchweek 22,2024-2025,Atalanta,1.0,2,1,5,3,15.3,0,0,0.8,1.0,2.0,15.0,5.0,18.8,1.0,0.0
2025-01-29,21:00 (20:00),Champions Lg,es Barcelona,Away,League phase,2024-2025,Atalanta,1.2,2,2,8,4,14.3,0,0,2.4,2.0,2.0,16.0,7.0,18.2,2.0,0.0
2025-02-01,18:00 (17:00),Serie A,Torino,Home,Matchweek 23,2024-2025,Atalanta,2.9,1,1,21,9,15.9,0,0,0.6,1.0,1.0,5.0,3.0,20.3,0.0,0.0
2025-02-04,21:00 (20:00),Coppa Italia,Bologna,Home,Quarter-finals,2024-2025,Atalanta,,0,1,13,5,,,0,,1.0,0.0,13.0,3.0,,,0.0
Date,Time,Comp,Opponent,Venue,Round,2024-2025,Atalanta,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2025-02-08,15:00 (14:00),Serie A,Hellas Verona,Away,Matchweek 24,2024-2025,Atalanta,2.2,5,0,17,7,12.5,0,0,1.6,0.0,5.0,18.0,6.0,18.4,1.0,0.0
2025-02-12,18:45 (17:45),Champions Lg,be Club Brugge,Away,Knockout phase play-offs,2024-2025,Atalanta,1.0,1,2,12,5,17.2,0,0,1.4,2.0,1.0,10.0,3.0,19.2,0.0,1.0
2025-02-15,15:00 (14:00),Serie A,Cagliari,Home,Matchweek 25,2024-2025,Atalanta,0.4,0,0,9,2,20.0,1,0,0.2,0.0,0.0,3.0,0.0,20.8,0.0,0.0
2025-02-18,21:00 (20:00),Champions Lg,be Club Brugge,Home,Knockout phase play-offs,2024-2025,Atalanta,3.1,1,3,29,9,14.8,0,0,1.1,3.0,1.0,7.0,4.0,18.6,0.0,0.0
2025-02-23,18:00 (17:00),Serie A,Empoli,Away,Matchweek 26,2024-2025,Atalanta,2.1,5,0,14,8,11.7,0,0,0.9,0.0,5.0,10.0,1.0,18.8,1.0,0.0
2025-03-01,15:00 (14:00),Serie A,Venezia,Home,Matchweek 27,2024-2025,Atalanta,1.9,0,0,18,3,12.7,0,0,0.8,0.0,0.0,8.0,2.0,18.9,0.0,0.0
2025-03-09,20:45 (19:45),Serie A,Juventus,Away,Matchweek 28,2024-2025,Atalanta,3.2,4,0,18,8,14.1,0,1,0.9,0.0,4.0,9.0,2.0,17.2,0.0,0.0
2025-03-16,20:45 (19:45),Serie A,Inter,Home,Matchweek 29,2024-2025,Atalanta,0.6,0,2,16,3,19.5,0,0,2.2,2.0,0.0,14.0,4.0,16.6,0.0,0.0
2025-03-30,15:00 (13:00),Serie A,Fiorentina,Away,Matchweek 30,2024-2025,Atalanta,1.1,0,1,9,0,16.2,0,0,1.6,1.0,0.0,12.0,4.0,17.7,0.0,0.0
2025-04-06,18:00 (16:00),Serie A,Lazio,Home,Matchweek 31,2024-2025,Atalanta,0.5,0,1,10,2,15.1,0,0,0.5,1.0,0.0,8.0,3.0,20.8,0.0,0.0
2025-04-13,12:30 (10:30),Serie A,Bologna,Home,Matchweek 32,2024-2025,Atalanta,1.0,2,0,4,2,11.4,0,0,0.6,0.0,2.0,12.0,5.0,19.2,0.0,0.0
2025-04-20,20:45 (18:45),Serie A,Milan,Away,Matchweek 33,2024-2025,Atalanta,1.9,1,0,11,2,12.2,0,0,0.6,0.0,1.0,12.0,1.0,24.1,0.0,0.0
2025-04-27,20:45 (18:45),Serie A,Lecce,Home,Matchweek 34,2024-2025,Atalanta,2.3,1,1,20,5,16.3,0,1,1.4,1.0,1.0,9.0,2.0,22.5,1.0,1.0
2025-05-04,15:00 (13:00),Serie A,Monza,Away,Matchweek 35,2024-2025,Atalanta,2.4,4,0,15,5,11.9,0,0,0.8,0.0,4.0,14.0,7.0,18.2,0.0,0.0
2025-05-12,20:45 (18:45),Serie A,Roma,Home,Matchweek 36,2024-2025,Atalanta,2.3,2,1,16,3,15.3,0,0,0.8,1.0,2.0,10.0,3.0,17.4,0.0,0.0
2025-05-17,20:45 (18:45),Serie A,Genoa,Away,Matchweek 37,2024-2025,Atalanta,2.0,3,2,13,6,16.9,0,0,1.2,2.0,3.0,12.0,5.0,15.3,0.0,0.0
2025-05-25,20:45 (18:45),Serie A,Parma,Home,Matchweek 38,2024-2025,Atalanta,1.2,2,3,11,4,15.5,0,0,2.5,3.0,2.0,18.0,10.0,15.8,1.0,0.0
2024-08-19,20:45 (18:45),Serie A,Como,Home,Matchweek 1,2024-2025,Juventus,1.2,3,0,13,6,20.0,1,0,0.2,0,3,3.0,0.0,19.4,0.0,0.0
2024-08-26,20:45 (18:45),Serie A,Hellas Verona,Away,Matchweek 2,2024-2025,Juventus,1.2,3,0,7,4,18.4,0,1,0.5,0,3,7.0,1.0,17.3,2.0,0.0
2024-09-01,20:45 (18:45),Serie A,Roma,Home,Matchweek 3,2024-2025,Juventus,0.5,0,0,8,1,16.5,1,0,0.3,0,0,7.0,1.0,21.1,0.0,0.0
2024-09-14,18:00 (16:00),Serie A,Empoli,Away,Matchweek 4,2024-2025,Juventus,0.9,0,0,15,3,18.7,0,0,0.5,0,0,8.0,3.0,21.5,0.0,0.0
2024-09-17,18:45 (16:45),Champions Lg,nl PSV Eindhoven,Home,League phase,2024-2025,Juventus,2.9,3,1,15,6,13.0,0,0,1.0,1,3,13.0,5.0,17.2,0.0,0.0
2024-09-21,18:00 (16:00),Serie A,Napoli,Home,Matchweek 5,2024-2025,Juventus,0.3,0,0,9,1,20.4,0,0,0.3,0,0,8.0,1.0,23.4,0.0,0.0
2024-09-28,18:00 (16:00),Serie A,Genoa,Away,Matchweek 6,2024-2025,Juventus,2.6,3,0,11,2,16.9,1,1,0.4,0,3,7.0,2.0,21.1,2.0,0.0
2024-10-02,21:00 (19:00),Champions Lg,de RB Leipzig,Away,League phase,2024-2025,Juventus,1.2,3,2,16,5,19.0,0,0,3.3,2,3,23.0,6.0,17.4,2.0,1.0
2024-10-06,12:30 (10:30),Serie A,Cagliari,Home,Matchweek 7,2024-2025,Juventus,2.4,1,1,20,8,16.6,0,1,1.1,1,1,8.0,1.0,24.5,0.0,1.0
2024-10-19,20:45 (18:45),Serie A,Lazio,Home,Matchweek 8,2024-2025,Juventus,1.3,1,0,16,3,18.1,1,0,0.1,0,1,2.0,1.0,26.5,0.0,0.0
2024-10-22,21:00 (19:00),Champions Lg,de Stuttgart,Home,League phase,2024-2025,Juventus,0.2,0,1,7,1,23.9,1,0,2.5,1,0,21.0,9.0,19.2,0.0,0.0
2024-10-27,18:00 (17:00),Serie A,Inter,Away,Matchweek 9,2024-2025,Juventus,2.1,4,4,10,5,13.6,0,0,3.0,4,4,16.0,7.0,14.5,0.0,2.0
2024-10-30,20:45 (19:45),Serie A,Parma,Home,Matchweek 10,2024-2025,Juventus,2.4,2,2,24,4,16.0,0,0,1.2,2,2,13.0,5.0,18.4,0.0,0.0
2024-11-02,18:00 (17:00),Serie A,Udinese,Away,Matchweek 11,2024-2025,Juventus,1.3,2,0,11,5,15.3,1,0,0.6,0,2,11.0,2.0,16.9,0.0,0.0
2024-11-05,21:00 (20:00),Champions Lg,fr Lille,Away,League phase,2024-2025,Juventus,1.4,1,1,10,2,20.9,0,1,0.8,1,1,6.0,3.0,15.5,0.0,0.0
2024-11-09,20:45 (19:45),Serie A,Torino,Home,Matchweek 12,2024-2025,Juventus,1.7,2,0,13,4,18.1,0,0,0.4,0,2,6.0,1.0,19.2,0.0,0.0
2024-11-23,18:00 (17:00),Serie A,Milan,Away,Matchweek 13,2024-2025,Juventus,0.4,0,0,7,2,18.9,0,0,0.3,0,0,6.0,1.0,18.4,1.0,0.0
2024-11-27,20:00,Champions Lg,eng Aston Villa,Away,League phase,2024-2025,Juventus,0.4,0,0,8,2,19.5,0,0,1.2,0,0,11.0,2.0,17.4,3.0,0.0
2024-12-01,20:45 (19:45),Serie A,Lecce,Away,Matchweek 14,2024-2025,Juventus,1.3,1,1,14,3,22.2,0,0,1.5,1,1,10.0,6.0,15.3,0.0,0.0
2024-12-07,18:00 (17:00),Serie A,Bologna,Home,Matchweek 15,2024-2025,Juventus,1.0,2,2,10,3,16.8,0,0,0.9,2,2,10.0,4.0,21.0,1.0,0.0
2024-12-11,21:00 (20:00),Champions Lg,eng Manchester City,Home,League phase,2024-2025,Juventus,1.1,2,0,10,5,14.7,0,0,1.2,0,2,12.0,3.0,18.3,0.0,0.0
2024-12-14,20:45 (19:45),Serie A,Venezia,Home,Matchweek 16,2024-2025,Juventus,2.1,2,2,11,3,17.7,1,1,0.4,2,2,8.0,2.0,16.4,0.0,0.0
2024-12-17,21:00 (20:00),Coppa Italia,Cagliari,Home,Round of 16,2024-2025,Juventus,,4,0,27,6,,,0,,0,4,13.0,2.0,,,0.0
2024-12-22,20:45 (19:45),Serie A,Monza,Away,Matchweek 17,2024-2025,Juventus,1.8,2,1,16,9,14.6,0,0,1.3,1,2,17.0,5.0,17.8,0.0,0.0
2024-12-29,18:00 (17:00),Serie A,Fiorentina,Home,Matchweek 18,2024-2025,Juventus,1.5,2,2,15,5,14.1,0,0,1.0,2,2,11.0,4.0,18.2,1.0,0.0
2025-01-03,22:00 (19:00),Supercoppa,Milan,Neutral,Semi-finals,2024-2025,Juventus,,1,2,10,3,,,0,,2,1,11.0,3.0,,,1.0
2025-01-11,18:00 (17:00),Serie A,Torino,Away,Matchweek 20,2024-2025,Juventus,0.9,1,1,15,9,19.2,0,0,0.6,1,1,11.0,2.0,16.5,0.0,0.0
2025-01-14,20:45 (19:45),Serie A,Atalanta,Away,Matchweek 19,2024-2025,Juventus,1.5,1,1,17,8,14.5,0,0,1.4,1,1,17.0,5.0,16.0,0.0,0.0
2025-01-18,18:00 (17:00),Serie A,Milan,Home,Matchweek 21,2024-2025,Juventus,1.1,2,0,15,6,17.9,0,0,0.9,0,2,13.0,1.0,17.3,0.0,0.0
2025-01-21,21:00 (20:00),Champions Lg,be Club Brugge,Away,League phase,2024-2025,Juventus,0.4,0,0,5,1,18.1,0,0,0.7,0,0,7.0,0.0,15.9,0.0,0.0
2025-01-25,18:00 (17:00),Serie A,Napoli,Away,Matchweek 22,2024-2025,Juventus,0.8,1,2,5,2,19.0,0,0,2.3,2,1,13.0,2.0,15.9,1.0,1.0
2025-01-29,21:00 (20:00),Champions Lg,pt Benfica,Home,League phase,2024-2025,Juventus,0.9,0,2,17,4,17.6,1,0,2.2,2,0,15.0,6.0,17.0,0.0,0.0
2025-02-02,12:30 (11:30),Serie A,Empoli,Home,Matchweek 23,2024-2025,Juventus,1.8,4,1,23,8,19.2,2,0,0.8,1,4,10.0,3.0,20.5,0.0,0.0
2025-02-07,20:45 (19:45),Serie A,Como,Away,Matchweek 24,2024-2025,Juventus,1.1,2,1,7,2,18.2,0,1,0.9,1,2,16.0,6.0,16.9,0.0,0.0
2025-02-11,21:00 (20:00),Champions Lg,nl PSV Eindhoven,Home,Knockout phase play-offs,2024-2025,Juventus,1.4,2,1,12,7,15.8,0,0,0.8,1,2,15.0,2.0,17.9,0.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2024-2025,Juventus,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2025-02-16,20:45 (19:45),Serie A,Inter,Home,Matchweek 25,2024-2025,Juventus,1.2,1,0,16,7,15.4,0,0,1.8,0,1,17.0,2.0,16.1,1.0,0.0
2025-02-19,21:00 (20:00),Champions Lg,nl PSV Eindhoven,Away,Knockout phase play-offs,2024-2025,Juventus,1.7,1,3,15,4,17.0,0,0,3.4,3,1,25.0,10.0,16.5,0.0,0.0
2025-02-23,20:45 (19:45),Serie A,Cagliari,Away,Matchweek 26,2024-2025,Juventus,2.1,1,0,14,7,16.3,0,0,0.3,0,1,8.0,2.0,21.8,0.0,0.0
2025-02-26,21:00 (20:00),Coppa Italia,Empoli,Home,Quarter-finals,2024-2025,Juventus,,1 (2),1 (4),15,4,,,0,,1 (4),1 (2),10.0,5.0,,,0.0
2025-03-03,20:45 (19:45),Serie A,Hellas Verona,Home,Matchweek 27,2024-2025,Juventus,2.0,2,0,27,9,17.0,0,0,0.2,0,2,5.0,2.0,17.8,0.0,0.0
2025-03-09,20:45 (19:45),Serie A,Atalanta,Home,Matchweek 28,2024-2025,Juventus,0.9,0,4,9,2,17.2,0,0,3.2,4,0,18.0,8.0,14.1,0.0,1.0
2025-03-16,18:00 (17:00),Serie A,Fiorentina,Away,Matchweek 29,2024-2025,Juventus,0.8,0,3,11,2,18.3,0,0,0.4,3,0,9.0,3.0,23.2,1.0,0.0
2025-03-29,18:00 (17:00),Serie A,Genoa,Home,Matchweek 30,2024-2025,Juventus,0.9,1,0,9,6,14.6,0,0,0.4,0,1,9.0,3.0,20.1,0.0,0.0
2025-04-06,20:45 (18:45),Serie A,Roma,Away,Matchweek 31,2024-2025,Juventus,0.8,1,1,11,7,19.4,1,0,1.1,1,1,11.0,4.0,17.6,0.0,0.0
2025-04-12,20:45 (18:45),Serie A,Lecce,Home,Matchweek 32,2024-2025,Juventus,1.5,2,1,22,7,17.8,0,0,1.1,1,2,14.0,3.0,16.4,0.0,0.0
2025-04-23,18:30 (16:30),Serie A,Parma,Away,Matchweek 33,2024-2025,Juventus,0.8,0,1,16,2,18.3,0,0,0.6,1,0,6.0,3.0,18.2,1.0,0.0
2025-04-27,18:00 (16:00),Serie A,Monza,Home,Matchweek 34,2024-2025,Juventus,1.4,2,0,10,5,19.5,0,0,0.7,0,2,12.0,3.0,18.3,0.0,0.0
2025-05-04,20:45 (18:45),Serie A,Bologna,Away,Matchweek 35,2024-2025,Juventus,0.8,1,1,6,2,16.1,0,0,0.4,1,1,9.0,2.0,17.3,0.0,0.0
2025-05-10,18:00 (16:00),Serie A,Lazio,Away,Matchweek 36,2024-2025,Juventus,0.8,1,1,8,2,17.0,1,0,1.7,1,1,19.0,6.0,16.6,0.0,0.0
2025-05-18,20:45 (18:45),Serie A,Udinese,Home,Matchweek 37,2024-2025,Juventus,1.8,2,0,24,7,17.3,1,0,0.3,0,2,7.0,2.0,20.2,0.0,0.0
2025-05-25,20:45 (18:45),Serie A,Venezia,Away,Matchweek 38,2024-2025,Juventus,1.9,3,2,14,4,16.7,0,1,0.9,2,3,12.0,5.0,18.7,2.0,0.0
2024-08-18,20:45 (18:45),Serie A,Cagliari,Away,Matchweek 1,2024-2025,Roma,0.9,0,0,15,3,19.8,1,0,1.0,0.0,0.0,13.0,2.0,18.1,0.0,0.0
2024-08-25,20:45 (18:45),Serie A,Empoli,Home,Matchweek 2,2024-2025,Roma,2.1,1,2,27,7,16.4,0,0,2.7,2.0,1.0,13.0,3.0,13.6,0.0,1.0
2024-09-01,20:45 (18:45),Serie A,Juventus,Away,Matchweek 3,2024-2025,Roma,0.3,0,0,7,1,21.1,0,0,0.5,0.0,0.0,8.0,1.0,16.5,1.0,0.0
2024-09-15,12:30 (10:30),Serie A,Genoa,Away,Matchweek 4,2024-2025,Roma,2.2,1,1,16,5,13.8,0,0,1.2,1.0,1.0,20.0,7.0,16.9,2.0,0.0
2024-09-22,18:00 (16:00),Serie A,Udinese,Home,Matchweek 5,2024-2025,Roma,1.9,3,0,15,7,18.6,0,1,0.7,0.0,3.0,9.0,2.0,17.6,0.0,0.0
2024-09-26,21:00 (19:00),Europa Lg,es Athletic Club,Home,League phase,2024-2025,Roma,0.5,1,1,5,3,14.2,0,0,1.0,1.0,1.0,12.0,2.0,15.3,0.0,0.0
2024-09-29,15:00 (13:00),Serie A,Venezia,Home,Matchweek 6,2024-2025,Roma,1.7,2,1,22,5,18.7,1,0,1.7,1.0,2.0,18.0,6.0,17.5,1.0,0.0
2024-10-03,21:00 (19:00),Europa Lg,se Elfsborg,Away,League phase,2024-2025,Roma,1.7,0,1,23,5,18.7,0,0,1.4,1.0,0.0,5.0,3.0,15.5,0.0,1.0
