date,time,comp,opponent,venue,round,season,team,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2023-08-19,20:45 (18:45),Serie A,Monza,Home,Matchweek 1,2023-2024,Internazionale,2.7,2,0,22,3,17.2,1,0,0.8,0,2,12.0,2.0,17.8,0.0,0.0
2023-08-28,20:45 (18:45),Serie A,Cagliari,Away,Matchweek 2,2023-2024,Internazionale,0.9,2,0,17,3,15.9,0,0,0.6,0,2,12.0,2.0,17.8,0.0,0.0
2023-09-03,18:30 (16:30),Serie A,Fiorentina,Home,Matchweek 3,2023-2024,Internazionale,3.7,4,0,20,10,14.5,1,1,0.4,0,4,6.0,2.0,20.5,0.0,0.0
2023-09-16,18:00 (16:00),Serie A,Milan,Home,Matchweek 4,2023-2024,Internazionale,2.6,5,1,13,6,15.2,1,1,1.1,1,5,9.0,2.0,18.6,1.0,0.0
2023-09-20,21:00 (19:00),Champions Lg,es Real Sociedad,Away,Group stage,2023-2024,Internazionale,0.5,1,1,6,1,14.7,0,0,1.3,1,1,14.0,5.0,15.9,1.0,0.0
2023-09-24,12:30 (10:30),Serie A,Empoli,Away,Matchweek 5,2023-2024,Internazionale,1.6,1,0,23,5,16.8,0,0,0.3,0,1,7.0,1.0,21.2,1.0,0.0
2023-09-27,20:45 (18:45),Serie A,Sassuolo,Home,Matchweek 6,2023-2024,Internazionale,0.9,1,2,13,3,15.2,0,0,1.0,2,1,13.0,6.0,19.1,0.0,0.0
2023-09-30,20:45 (18:45),Serie A,Salernitana,Away,Matchweek 7,2023-2024,Internazionale,2.3,4,0,15,5,16.8,1,1,0.6,0,4,12.0,3.0,22.6,1.0,0.0
2023-10-03,21:00 (19:00),Champions Lg,pt Benfica,Home,Group stage,2023-2024,Internazionale,3.8,1,0,21,7,14.3,1,0,0.3,0,1,6.0,3.0,16.5,0.0,0.0
2023-10-07,15:00 (13:00),Serie A,Bologna,Home,Matchweek 8,2023-2024,Internazionale,0.7,2,2,14,5,18.3,1,0,1.3,2,2,7.0,2.0,19.9,0.0,1.0
2023-10-21,18:00 (16:00),Serie A,Torino,Away,Matchweek 9,2023-2024,Internazionale,2.5,3,0,13,3,17.1,1,1,0.4,0,3,7.0,3.0,18.6,0.0,0.0
2023-10-24,18:45 (16:45),Champions Lg,at RB Salzburg,Home,Group stage,2023-2024,Internazionale,2.3,2,1,16,2,16.2,0,1,0.5,1,2,11.0,6.0,20.8,0.0,0.0
2023-10-29,18:00 (17:00),Serie A,Roma,Home,Matchweek 10,2023-2024,Internazionale,2.2,1,0,19,3,16.0,0,0,0.1,0,1,3.0,1.0,21.4,1.0,0.0
2023-11-04,18:00 (17:00),Serie A,Atalanta,Away,Matchweek 11,2023-2024,Internazionale,1.3,2,1,9,3,23.0,1,1,1.0,1,2,14.0,4.0,14.4,0.0,0.0
2023-11-08,21:00 (20:00),Champions Lg,at RB Salzburg,Away,Group stage,2023-2024,Internazionale,2.0,1,0,16,5,19.7,1,1,0.8,0,1,14.0,4.0,20.1,1.0,0.0
2023-11-12,20:45 (19:45),Serie A,Frosinone,Home,Matchweek 12,2023-2024,Internazionale,3.1,2,0,20,5,19.6,1,1,0.7,0,2,12.0,3.0,16.1,0.0,0.0
2023-11-26,20:45 (19:45),Serie A,Juventus,Away,Matchweek 13,2023-2024,Internazionale,0.9,1,1,8,4,16.4,0,0,0.4,1,1,4.0,1.0,19.8,0.0,0.0
2023-11-29,20:00,Champions Lg,pt Benfica,Away,Group stage,2023-2024,Internazionale,3.0,3,3,13,7,18.8,1,1,1.6,3,3,11.0,5.0,15.2,0.0,0.0
2023-12-03,20:45 (19:45),Serie A,Napoli,Away,Matchweek 14,2023-2024,Internazionale,2.7,3,0,11,4,16.0,0,0,0.6,0,3,15.0,4.0,17.7,0.0,0.0
2023-12-09,20:45 (19:45),Serie A,Udinese,Home,Matchweek 15,2023-2024,Internazionale,3.5,4,0,16,7,16.7,0,1,0.8,0,4,11.0,1.0,20.1,0.0,0.0
2023-12-12,21:00 (20:00),Champions Lg,es Real Sociedad,Home,Group stage,2023-2024,Internazionale,0.7,0,0,10,2,15.7,0,0,0.7,0,0,5.0,2.0,17.6,0.0,0.0
2023-12-17,20:45 (19:45),Serie A,Lazio,Away,Matchweek 16,2023-2024,Internazionale,1.6,2,0,12,4,13.8,1,0,1.5,0,2,13.0,4.0,14.8,0.0,0.0
2023-12-20,21:00 (20:00),Coppa Italia,Bologna,Home,Round of 16,2023-2024,Internazionale,,1,2,21,6,,,0,,2,1,7.0,2.0,,,0.0
2023-12-23,18:00 (17:00),Serie A,Lecce,Home,Matchweek 17,2023-2024,Internazionale,2.9,2,0,20,8,15.1,1,0,1.3,0,2,11.0,5.0,20.2,0.0,0.0
2023-12-29,20:45 (19:45),Serie A,Genoa,Away,Matchweek 18,2023-2024,Internazionale,1.8,1,1,16,6,14.4,0,0,0.5,1,1,13.0,4.0,15.1,0.0,0.0
2024-01-06,12:30 (11:30),Serie A,Hellas Verona,Home,Matchweek 19,2023-2024,Internazionale,1.9,2,1,15,6,15.2,0,0,1.3,1,2,7.0,3.0,15.2,0.0,0.0
2024-01-13,20:45 (19:45),Serie A,Monza,Away,Matchweek 20,2023-2024,Internazionale,4.3,5,1,18,5,19.7,1,2,1.0,1,5,8.0,1.0,23.2,1.0,1.0
2024-01-19,20:00 (19:00),Supercoppa,Lazio,Home,Semi-finals,2023-2024,Internazionale,,3,0,23,7,,,1,,0,3,5.0,0.0,,,0.0
2024-01-22,22:00 (19:00),Supercoppa,Napoli,Away,Final,2023-2024,Internazionale,,1,0,22,6,,,0,,0,1,6.0,1.0,,,0.0
2024-01-28,20:45 (19:45),Serie A,Fiorentina,Away,Matchweek 22,2023-2024,Internazionale,0.5,1,0,8,4,17.1,0,0,1.8,0,1,13.0,3.0,17.6,1.0,0.0
2024-02-04,20:45 (19:45),Serie A,Juventus,Home,Matchweek 23,2023-2024,Internazionale,1.7,1,0,15,3,15.4,0,0,0.6,0,1,12.0,1.0,18.5,0.0,0.0
2024-02-10,18:00 (17:00),Serie A,Roma,Away,Matchweek 24,2023-2024,Internazionale,0.9,4,2,10,6,21.2,1,0,0.7,2,4,8.0,3.0,14.7,0.0,0.0
2024-02-16,21:00 (20:00),Serie A,Salernitana,Home,Matchweek 25,2023-2024,Internazionale,3.9,4,0,26,10,14.0,1,0,0.0,0,4,1.0,0.0,32.1,1.0,0.0
2024-02-20,21:00 (20:00),Champions Lg,es Atlético Madrid,Home,Round of 16,2023-2024,Internazionale,2.3,1,0,19,5,16.3,0,0,0.6,0,1,7.0,0.0,19.1,0.0,0.0
2024-02-25,18:00 (17:00),Serie A,Lecce,Away,Matchweek 26,2023-2024,Internazionale,2.9,4,0,11,7,15.6,0,0,1.0,0,4,14.0,2.0,16.8,0.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Internazionale,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-02-28,20:45 (19:45),Serie A,Atalanta,Home,Matchweek 21,2023-2024,Internazionale,2.0,4,0,14,6,17.8,0,0,0.3,0,4,6.0,1.0,20.8,0.0,0.0
2024-03-04,20:45 (19:45),Serie A,Genoa,Home,Matchweek 27,2023-2024,Internazionale,1.8,2,1,14,4,17.9,0,1,0.8,1,2,10.0,2.0,11.5,0.0,0.0
2024-03-09,18:00 (17:00),Serie A,Bologna,Away,Matchweek 28,2023-2024,Internazionale,0.9,1,0,5,4,12.6,0,0,0.6,0,1,18.0,3.0,22.4,1.0,0.0
2024-03-13,21:00 (20:00),Champions Lg,es Atlético Madrid,Away,Round of 16,2023-2024,Internazionale,1.6,1 (2),2 (3),15,5,19.1,1,0,2.7,2 (3),1 (2),23.0,9.0,15.5,1.0,0.0
2024-03-17,20:45 (19:45),Serie A,Napoli,Home,Matchweek 29,2023-2024,Internazionale,1.6,1,1,19,6,15.5,1,0,1.4,1,1,11.0,3.0,15.5,0.0,0.0
2024-04-01,20:45 (18:45),Serie A,Empoli,Home,Matchweek 30,2023-2024,Internazionale,2.1,2,0,19,7,17.9,0,0,0.5,0,2,14.0,3.0,19.7,0.0,0.0
2024-04-08,20:45 (18:45),Serie A,Udinese,Away,Matchweek 31,2023-2024,Internazionale,3.3,2,1,22,5,17.4,0,1,0.1,1,2,3.0,1.0,26.2,0.0,0.0
2024-04-14,20:45 (18:45),Serie A,Cagliari,Home,Matchweek 32,2023-2024,Internazionale,2.0,2,2,14,6,19.0,1,1,1.1,2,2,10.0,6.0,19.3,0.0,0.0
2024-04-22,20:45 (18:45),Serie A,Milan,Away,Matchweek 33,2023-2024,Internazionale,2.0,2,1,11,3,17.1,0,0,2.2,1,2,15.0,6.0,13.5,0.0,0.0
2024-04-28,12:30 (10:30),Serie A,Torino,Home,Matchweek 34,2023-2024,Internazionale,1.7,2,0,16,4,24.2,2,1,0.5,0,2,11.0,3.0,20.1,0.0,0.0
2024-05-04,20:45 (18:45),Serie A,Sassuolo,Away,Matchweek 35,2023-2024,Internazionale,1.1,0,1,14,1,16.0,0,0,0.3,1,0,6.0,2.0,17.5,1.0,0.0
2024-05-10,20:45 (18:45),Serie A,Frosinone,Away,Matchweek 36,2023-2024,Internazionale,1.8,5,0,14,5,16.3,0,0,1.3,0,5,17.0,6.0,21.0,0.0,0.0
2024-05-19,18:00 (16:00),Serie A,Lazio,Home,Matchweek 37,2023-2024,Internazionale,1.4,1,1,19,7,17.4,1,0,0.6,1,1,8.0,3.0,19.3,0.0,0.0
2024-05-26,20:45 (18:45),Serie A,Hellas Verona,Away,Matchweek 38,2023-2024,Internazionale,2.4,2,2,15,10,13.9,1,0,1.7,2,2,18.0,8.0,19.1,0.0,0.0
2023-08-21,20:45 (18:45),Serie A,Bologna,Away,Matchweek 1,2023-2024,Milan,0.9,2,0,9,5,15.7,0,0,1.0,0.0,2.0,17.0,5.0,17.1,1.0,0.0
2023-08-26,20:45 (18:45),Serie A,Torino,Home,Matchweek 2,2023-2024,Milan,3.0,4,1,15,5,20.7,0,2,0.5,1.0,4.0,8.0,1.0,21.6,0.0,0.0
2023-09-01,20:45 (18:45),Serie A,Roma,Away,Matchweek 3,2023-2024,Milan,1.5,2,1,8,3,14.2,0,1,0.7,1.0,2.0,13.0,2.0,21.6,1.0,0.0
2023-09-16,18:00 (16:00),Serie A,Inter,Away,Matchweek 4,2023-2024,Milan,1.1,1,5,9,2,18.6,1,0,2.6,5.0,1.0,13.0,6.0,15.2,1.0,1.0
2023-09-19,18:45 (16:45),Champions Lg,eng Newcastle Utd,Home,Group stage,2023-2024,Milan,1.9,0,0,25,8,16.9,0,0,0.3,0.0,0.0,6.0,1.0,20.4,0.0,0.0
2023-09-23,15:00 (13:00),Serie A,Hellas Verona,Home,Matchweek 5,2023-2024,Milan,0.9,1,0,9,4,13.7,0,0,0.6,0.0,1.0,10.0,2.0,17.9,0.0,0.0
2023-09-27,18:30 (16:30),Serie A,Cagliari,Away,Matchweek 6,2023-2024,Milan,2.1,3,1,17,6,17.8,0,0,0.9,1.0,3.0,16.0,6.0,19.6,1.0,0.0
2023-09-30,18:00 (16:00),Serie A,Lazio,Home,Matchweek 7,2023-2024,Milan,2.2,2,0,14,7,15.0,0,0,0.5,0.0,2.0,13.0,4.0,22.7,0.0,0.0
2023-10-04,21:00 (19:00),Champions Lg,de Dortmund,Away,Group stage,2023-2024,Milan,1.6,0,0,14,2,15.0,0,0,1.0,0.0,0.0,18.0,3.0,20.2,2.0,0.0
2023-10-07,20:45 (18:45),Serie A,Genoa,Away,Matchweek 8,2023-2024,Milan,0.6,1,0,12,3,19.6,0,0,0.5,0.0,1.0,7.0,1.0,18.1,1.0,0.0
2023-10-22,20:45 (18:45),Serie A,Juventus,Home,Matchweek 9,2023-2024,Milan,0.3,0,1,7,1,17.9,0,0,1.4,1.0,0.0,14.0,4.0,19.5,1.0,0.0
2023-10-25,21:00 (19:00),Champions Lg,fr Paris S-G,Away,Group stage,2023-2024,Milan,0.6,0,3,11,4,18.7,1,0,1.3,3.0,0.0,13.0,7.0,19.2,0.0,0.0
2023-10-29,20:45 (19:45),Serie A,Napoli,Away,Matchweek 10,2023-2024,Milan,2.0,2,2,20,6,15.2,1,0,1.7,2.0,2.0,17.0,4.0,18.7,2.0,0.0
2023-11-04,20:45 (19:45),Serie A,Udinese,Home,Matchweek 11,2023-2024,Milan,0.9,0,1,14,4,18.6,0,0,1.4,1.0,0.0,11.0,1.0,18.9,1.0,1.0
2023-11-07,21:00 (20:00),Champions Lg,fr Paris S-G,Home,Group stage,2023-2024,Milan,1.4,2,1,16,8,17.1,2,0,1.5,1.0,2.0,17.0,6.0,17.0,0.0,0.0
2023-11-11,15:00 (14:00),Serie A,Lecce,Away,Matchweek 12,2023-2024,Milan,1.1,2,2,10,6,15.5,0,0,1.4,2.0,2.0,14.0,5.0,19.6,1.0,0.0
2023-11-25,20:45 (19:45),Serie A,Fiorentina,Home,Matchweek 13,2023-2024,Milan,1.8,1,0,8,5,15.7,0,1,1.8,0.0,1.0,21.0,4.0,16.2,1.0,0.0
2023-11-28,21:00 (20:00),Champions Lg,de Dortmund,Home,Group stage,2023-2024,Milan,2.1,1,3,16,3,15.9,1,0,1.8,3.0,1.0,11.0,3.0,18.7,0.0,1.0
2023-12-02,20:45 (19:45),Serie A,Frosinone,Home,Matchweek 14,2023-2024,Milan,1.2,3,1,10,3,16.4,0,0,0.7,1.0,3.0,15.0,3.0,22.7,2.0,0.0
2023-12-09,18:00 (17:00),Serie A,Atalanta,Away,Matchweek 15,2023-2024,Milan,1.5,2,3,14,3,18.3,0,0,3.3,3.0,2.0,19.0,7.0,12.1,0.0,0.0
2023-12-13,20:00,Champions Lg,eng Newcastle Utd,Away,Group stage,2023-2024,Milan,1.9,2,1,12,2,18.2,0,0,1.8,1.0,2.0,17.0,6.0,18.0,1.0,0.0
2023-12-17,12:30 (11:30),Serie A,Monza,Home,Matchweek 16,2023-2024,Milan,2.0,3,0,17,9,15.7,0,0,1.5,0.0,3.0,21.0,4.0,17.1,1.0,0.0
2023-12-22,20:45 (19:45),Serie A,Salernitana,Away,Matchweek 17,2023-2024,Milan,2.2,2,2,21,8,16.3,0,0,1.4,2.0,2.0,19.0,7.0,17.2,0.0,0.0
2023-12-30,18:00 (17:00),Serie A,Sassuolo,Home,Matchweek 18,2023-2024,Milan,1.5,1,0,20,2,18.1,1,0,0.5,0.0,1.0,12.0,6.0,24.0,0.0,0.0
2024-01-02,21:00 (20:00),Coppa Italia,Cagliari,Home,Round of 16,2023-2024,Milan,,4,1,14,7,,,0,,1.0,4.0,8.0,3.0,,,0.0
2024-01-07,12:30 (11:30),Serie A,Empoli,Away,Matchweek 19,2023-2024,Milan,1.7,3,0,12,5,18.5,0,1,0.9,0.0,3.0,17.0,2.0,19.1,2.0,0.0
2024-01-10,21:00 (20:00),Coppa Italia,Atalanta,Home,Quarter-finals,2023-2024,Milan,,1,2,10,5,,,0,,2.0,1.0,11.0,5.0,,,1.0
2024-01-14,20:45 (19:45),Serie A,Roma,Home,Matchweek 20,2023-2024,Milan,1.5,3,1,17,5,17.4,0,0,1.4,1.0,3.0,11.0,4.0,21.9,1.0,1.0
2024-01-20,20:45 (19:45),Serie A,Udinese,Away,Matchweek 21,2023-2024,Milan,2.6,3,2,15,7,12.3,0,0,0.6,2.0,3.0,11.0,6.0,20.8,0.0,0.0
2024-01-27,20:45 (19:45),Serie A,Bologna,Home,Matchweek 22,2023-2024,Milan,3.3,2,2,12,3,18.4,0,0,1.8,2.0,2.0,14.0,3.0,18.1,0.0,1.0
2024-02-03,18:00 (17:00),Serie A,Frosinone,Away,Matchweek 23,2023-2024,Milan,1.4,3,2,13,5,15.4,0,0,1.0,2.0,3.0,6.0,3.0,22.7,0.0,1.0
2024-02-11,20:45 (19:45),Serie A,Napoli,Home,Matchweek 24,2023-2024,Milan,0.9,1,0,10,6,18.3,0,0,0.7,0.0,1.0,12.0,2.0,21.6,0.0,0.0
2024-02-15,21:00 (20:00),Europa Lg,fr Rennes,Home,Knockout round play-offs,2023-2024,Milan,2.3,3,0,19,7,14.5,1,0,0.8,0.0,3.0,12.0,4.0,21.0,0.0,0.0
2024-02-18,20:45 (19:45),Serie A,Monza,Away,Matchweek 25,2023-2024,Milan,1.3,2,4,16,6,18.6,1,0,1.8,4.0,2.0,11.0,5.0,18.1,0.0,1.0
2024-02-22,18:45 (17:45),Europa Lg,fr Rennes,Away,Knockout round play-offs,2023-2024,Milan,2.0,2,3,8,5,11.7,0,0,3.0,3.0,2.0,22.0,6.0,19.0,1.0,2.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Milan,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-02-25,20:45 (19:45),Serie A,Atalanta,Home,Matchweek 26,2023-2024,Milan,1.3,1,1,20,6,19.0,0,0,1.1,1.0,1.0,7.0,2.0,18.4,0.0,1.0
2024-03-01,20:45 (19:45),Serie A,Lazio,Away,Matchweek 27,2023-2024,Milan,1.0,1,0,14,5,18.0,1,0,1.3,0.0,1.0,11.0,3.0,17.6,0.0,0.0
2024-03-07,21:00 (20:00),Europa Lg,cz Slavia Prague,Home,Round of 16,2023-2024,Milan,2.4,4,2,20,8,15.3,1,0,0.5,2.0,4.0,8.0,2.0,18.2,0.0,0.0
2024-03-10,15:00 (14:00),Serie A,Empoli,Home,Matchweek 28,2023-2024,Milan,0.8,1,0,15,5,16.3,0,0,0.2,0.0,1.0,5.0,2.0,13.3,0.0,0.0
2024-03-14,18:45 (17:45),Europa Lg,cz Slavia Prague,Away,Round of 16,2023-2024,Milan,2.1,3,1,12,6,15.6,0,0,0.4,1.0,3.0,8.0,2.0,19.4,0.0,0.0
2024-03-17,15:00 (14:00),Serie A,Hellas Verona,Away,Matchweek 29,2023-2024,Milan,2.7,3,1,18,6,15.5,0,0,0.5,1.0,3.0,15.0,4.0,21.9,0.0,0.0
2024-03-30,20:45 (19:45),Serie A,Fiorentina,Away,Matchweek 30,2023-2024,Milan,3.1,2,1,14,10,11.5,0,0,1.4,1.0,2.0,17.0,7.0,17.6,0.0,0.0
2024-04-06,15:00 (13:00),Serie A,Lecce,Home,Matchweek 31,2023-2024,Milan,1.5,3,0,16,7,18.1,2,0,0.5,0.0,3.0,11.0,7.0,17.7,0.0,0.0
2024-04-11,21:00 (19:00),Europa Lg,it Roma,Home,Quarter-finals,2023-2024,Milan,1.6,0,1,25,5,18.4,1,0,0.6,1.0,0.0,10.0,3.0,17.1,0.0,0.0
2024-04-14,15:00 (13:00),Serie A,Sassuolo,Away,Matchweek 32,2023-2024,Milan,2.8,3,3,23,7,17.7,0,0,1.2,3.0,3.0,10.0,5.0,17.2,0.0,0.0
2024-04-18,21:00 (19:00),Europa Lg,it Roma,Away,Quarter-finals,2023-2024,Milan,1.0,1,2,20,4,19.2,0,0,1.4,2.0,1.0,6.0,3.0,13.7,0.0,0.0
2024-04-22,20:45 (18:45),Serie A,Inter,Home,Matchweek 33,2023-2024,Milan,2.2,1,2,15,6,13.5,0,0,2.0,2.0,1.0,11.0,3.0,17.1,0.0,0.0
2024-04-27,18:00 (16:00),Serie A,Juventus,Away,Matchweek 34,2023-2024,Milan,0.3,0,0,9,0,23.4,0,0,1.4,0.0,0.0,18.0,6.0,15.3,1.0,0.0
2024-05-05,18:00 (16:00),Serie A,Genoa,Home,Matchweek 35,2023-2024,Milan,2.8,3,3,26,7,17.2,1,0,1.0,3.0,3.0,5.0,1.0,18.7,0.0,1.0
2024-05-11,20:45 (18:45),Serie A,Cagliari,Home,Matchweek 36,2023-2024,Milan,3.3,5,1,17,10,17.6,1,0,1.5,1.0,5.0,13.0,7.0,15.7,1.0,0.0
2024-05-18,20:45 (18:45),Serie A,Torino,Away,Matchweek 37,2023-2024,Milan,1.9,1,3,15,3,17.4,0,1,0.9,3.0,1.0,11.0,5.0,19.0,2.0,0.0
2024-05-25,20:45 (18:45),Serie A,Salernitana,Home,Matchweek 38,2023-2024,Milan,3.0,3,3,23,11,11.9,0,0,1.7,3.0,3.0,14.0,6.0,18.5,1.0,0.0
2023-08-20,20:45 (18:45),Serie A,Udinese,Away,Matchweek 1,2023-2024,Juventus,1.8,3,0,8,3,17.0,0,1,1.0,0.0,3.0,18.0,5.0,22.8,1.0,0.0
2023-08-27,18:30 (16:30),Serie A,Bologna,Home,Matchweek 2,2023-2024,Juventus,0.8,1,1,14,3,18.0,1,0,0.5,1.0,1.0,10.0,4.0,21.7,1.0,0.0
2023-09-03,20:45 (18:45),Serie A,Empoli,Away,Matchweek 3,2023-2024,Juventus,2.7,2,0,17,4,17.6,0,0,0.3,0.0,2.0,7.0,0.0,21.2,0.0,0.0
2023-09-16,15:00 (13:00),Serie A,Lazio,Home,Matchweek 4,2023-2024,Juventus,2.2,3,1,17,7,12.8,0,0,0.6,1.0,3.0,16.0,5.0,19.8,1.0,0.0
2023-09-23,18:00 (16:00),Serie A,Sassuolo,Away,Matchweek 5,2023-2024,Juventus,1.2,2,4,15,2,18.2,1,0,1.6,4.0,2.0,18.0,7.0,17.8,0.0,0.0
2023-09-26,20:45 (18:45),Serie A,Lecce,Home,Matchweek 6,2023-2024,Juventus,1.4,1,0,15,5,18.2,0,0,0.1,0.0,1.0,2.0,0.0,18.2,0.0,0.0
2023-10-01,18:00 (16:00),Serie A,Atalanta,Away,Matchweek 7,2023-2024,Juventus,0.2,0,0,5,3,22.3,1,0,1.2,0.0,0.0,15.0,2.0,16.9,1.0,0.0
2023-10-07,18:00 (16:00),Serie A,Torino,Home,Matchweek 8,2023-2024,Juventus,1.9,2,0,17,5,15.1,0,0,0.6,0.0,2.0,10.0,1.0,18.3,1.0,0.0
2023-10-22,20:45 (18:45),Serie A,Milan,Away,Matchweek 9,2023-2024,Juventus,1.4,1,0,14,4,19.5,1,0,0.3,0.0,1.0,7.0,1.0,17.9,0.0,0.0
2023-10-28,20:45 (18:45),Serie A,Hellas Verona,Home,Matchweek 10,2023-2024,Juventus,3.3,1,0,30,5,17.8,0,0,0.3,0.0,1.0,7.0,1.0,17.9,0.0,0.0
2023-11-05,20:45 (19:45),Serie A,Fiorentina,Away,Matchweek 11,2023-2024,Juventus,0.7,1,0,4,3,12.3,0,0,0.7,0.0,1.0,25.0,4.0,23.9,1.0,0.0
2023-11-11,18:00 (17:00),Serie A,Cagliari,Home,Matchweek 12,2023-2024,Juventus,2.3,2,1,18,4,14.1,1,0,0.6,1.0,2.0,11.0,2.0,16.1,0.0,0.0
2023-11-26,20:45 (19:45),Serie A,Inter,Home,Matchweek 13,2023-2024,Juventus,0.4,1,1,4,1,19.8,0,0,0.9,1.0,1.0,8.0,4.0,16.4,0.0,0.0
2023-12-01,20:45 (19:45),Serie A,Monza,Away,Matchweek 14,2023-2024,Juventus,2.5,2,1,17,6,16.2,1,0,0.7,1.0,2.0,16.0,1.0,18.6,0.0,0.0
2023-12-08,20:45 (19:45),Serie A,Napoli,Home,Matchweek 15,2023-2024,Juventus,0.9,1,0,11,2,17.3,0,0,1.2,0.0,1.0,13.0,1.0,17.7,0.0,0.0
2023-12-15,20:45 (19:45),Serie A,Genoa,Away,Matchweek 16,2023-2024,Juventus,1.7,1,1,10,3,15.2,0,1,0.8,1.0,1.0,11.0,3.0,17.9,1.0,0.0
2023-12-23,12:30 (11:30),Serie A,Frosinone,Away,Matchweek 17,2023-2024,Juventus,1.1,2,1,13,3,14.5,0,0,0.5,1.0,2.0,10.0,3.0,21.8,1.0,0.0
2023-12-30,20:45 (19:45),Serie A,Roma,Home,Matchweek 18,2023-2024,Juventus,1.1,1,0,13,3,18.0,0,0,0.5,0.0,1.0,11.0,2.0,20.6,0.0,0.0
2024-01-04,21:00 (20:00),Coppa Italia,Salernitana,Home,Round of 16,2023-2024,Juventus,,6,1,22,12,,,0,,1.0,6.0,2.0,2.0,,,0.0
2024-01-07,18:00 (17:00),Serie A,Salernitana,Away,Matchweek 19,2023-2024,Juventus,2.0,2,1,18,3,15.9,1,0,0.8,1.0,2.0,8.0,3.0,17.4,0.0,0.0
2024-01-11,21:00 (20:00),Coppa Italia,Frosinone,Home,Quarter-finals,2023-2024,Juventus,,4,0,23,10,,,1,,0.0,4.0,10.0,3.0,,,0.0
2024-01-16,20:45 (19:45),Serie A,Sassuolo,Home,Matchweek 20,2023-2024,Juventus,1.2,3,0,12,5,20.4,2,0,0.3,0.0,3.0,8.0,4.0,22.6,0.0,0.0
2024-01-21,20:45 (19:45),Serie A,Lecce,Away,Matchweek 21,2023-2024,Juventus,2.1,3,0,15,6,11.3,0,0,0.6,0.0,3.0,12.0,3.0,21.9,0.0,0.0
2024-01-27,18:00 (17:00),Serie A,Empoli,Home,Matchweek 22,2023-2024,Juventus,0.8,1,1,9,3,17.4,1,0,0.8,1.0,1.0,16.0,5.0,19.8,2.0,0.0
2024-02-04,20:45 (19:45),Serie A,Inter,Away,Matchweek 23,2023-2024,Juventus,0.6,0,1,12,1,18.5,0,0,1.7,1.0,0.0,15.0,3.0,15.4,0.0,0.0
2024-02-12,20:45 (19:45),Serie A,Udinese,Home,Matchweek 24,2023-2024,Juventus,1.7,0,1,14,6,16.6,0,0,0.7,1.0,0.0,8.0,1.0,18.2,2.0,0.0
2024-02-17,18:00 (17:00),Serie A,Hellas Verona,Away,Matchweek 25,2023-2024,Juventus,1.8,2,2,17,3,19.1,1,1,0.6,2.0,2.0,14.0,9.0,22.2,1.0,0.0
2024-02-25,12:30 (11:30),Serie A,Frosinone,Home,Matchweek 26,2023-2024,Juventus,2.0,3,2,22,5,15.4,0,0,0.4,2.0,3.0,6.0,2.0,22.4,1.0,0.0
2024-03-03,20:45 (19:45),Serie A,Napoli,Away,Matchweek 27,2023-2024,Juventus,1.6,1,2,18,4,17.3,1,0,2.1,2.0,1.0,13.0,6.0,16.4,1.0,0.0
2024-03-10,18:00 (17:00),Serie A,Atalanta,Home,Matchweek 28,2023-2024,Juventus,1.3,2,2,18,5,19.7,3,0,0.5,2.0,2.0,7.0,3.0,17.8,0.0,0.0
2024-03-17,12:30 (11:30),Serie A,Genoa,Home,Matchweek 29,2023-2024,Juventus,1.0,0,0,17,2,17.0,0,0,0.2,0.0,0.0,5.0,2.0,20.1,0.0,0.0
2024-03-30,18:00 (17:00),Serie A,Lazio,Away,Matchweek 30,2023-2024,Juventus,0.5,0,1,9,3,14.2,0,0,1.1,1.0,0.0,16.0,4.0,19.3,0.0,0.0
2024-04-02,21:00 (19:00),Coppa Italia,Lazio,Home,Semi-finals,2023-2024,Juventus,,2,0,9,3,,,0,,0.0,2.0,11.0,0.0,,,0.0
2024-04-07,20:45 (18:45),Serie A,Fiorentina,Home,Matchweek 31,2023-2024,Juventus,1.9,1,0,7,2,11.8,1,0,0.5,0.0,1.0,13.0,2.0,20.8,0.0,0.0
2024-04-13,18:00 (16:00),Serie A,Torino,Away,Matchweek 32,2023-2024,Juventus,1.2,0,0,8,3,15.8,0,0,0.6,0.0,0.0,13.0,2.0,18.8,0.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Juventus,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-04-19,20:45 (18:45),Serie A,Cagliari,Away,Matchweek 33,2023-2024,Juventus,0.7,2,2,11,3,15.4,1,0,2.2,2.0,2.0,7.0,2.0,22.5,0.0,2.0
2024-04-23,21:00 (19:00),Coppa Italia,Lazio,Away,Semi-finals,2023-2024,Juventus,,1,2,8,2,,,0,,2.0,1.0,9.0,5.0,,,0.0
2024-04-27,18:00 (16:00),Serie A,Milan,Home,Matchweek 34,2023-2024,Juventus,1.4,0,0,18,6,15.3,1,0,0.3,0.0,0.0,9.0,0.0,23.4,0.0,0.0
