date,time,season,comp,round,home_team,away_team,gf_home,ga_home,xg_home,gf_away,ga_away,xg_away,result_home,xg_home_roll5,xg_away_roll5,xg_home_roll10,xg_away_roll10,gf_home_roll5,gf_away_roll5,gf_home_roll10,gf_away_roll10,ga_home_roll5,ga_away_roll5,ga_home_roll10,ga_away_roll10,xg_conceded_home_roll5,xg_conceded_away_roll5,xg_conceded_home_roll10,xg_conceded_away_roll10,avg_goals_for_prev_home,avg_goals_against_prev_home,avg_goals_for_prev_away,avg_goals_against_prev_away,avg_goals_for_curr_home,avg_goals_against_curr_home,avg_goals_for_curr_away,avg_goals_against_curr_away,matches_played_home,matches_played_away,avg_goals_for_home,avg_goals_against_home,avg_goals_for_away,avg_goals_against_away,home_advantage
2023-10-21,15:30,2023-2024,Bundesliga,8,Wolfsburg,Bayer Leverkusen,1.0,2.0,1.4,2.0,1.0,1.9,-1,1.3,2.52,1.49,2.39,1.2,3.4,1.43,3.29,1.6,0.8,1.29,0.86,1.76,0.96,1.56,1.04,,,,,1.21,1.65,2.62,0.71,7,7,1.21,1.65,2.62,0.71,-1.41
2023-10-21,15:30,2023-2024,Bundesliga,8,Hoffenheim,Eintracht Frankfurt,1.0,3.0,1.4,3.0,1.0,2.4,-1,1.76,1.1,1.89,1.16,2.4,0.8,2.29,0.86,1.4,0.8,1.57,0.71,1.24,1.56,1.6,1.36,,,,,1.94,1.94,1.5,1.47,7,7,1.94,1.94,1.5,1.47,0.44
2023-10-21,18:30,2023-2024,Bundesliga,8,Mainz 05,Bayern Munich,1.0,3.0,1.1,3.0,1.0,1.8,-1,0.66,2.8,0.97,2.8,0.8,3.2,0.86,3.29,2.8,1.0,2.71,0.86,1.7,0.66,1.64,0.66,,,,,1.15,1.5,2.76,1.32,7,7,1.15,1.5,2.76,1.32,-1.61
2023-10-21,15:30,2023-2024,Bundesliga,8,Freiburg,Bochum,2.0,1.0,2.3,1.0,2.0,1.5,1,0.72,1.16,1.23,1.09,0.8,0.8,1.0,0.71,2.4,2.6,1.86,2.71,1.56,2.54,1.46,2.43,,,,,1.32,1.71,1.24,2.18,7,7,1.32,1.71,1.24,2.18,0.08
2023-10-21,15:30,2023-2024,Bundesliga,8,Darmstadt 98,RB Leipzig,1.0,3.0,2.4,3.0,1.0,1.9,-1,1.2,1.24,1.26,1.37,2.2,1.8,1.71,2.29,2.8,0.4,2.71,0.86,2.28,1.1,2.09,1.14,,,,,0.88,2.53,2.26,1.15,7,7,0.88,2.53,2.26,1.15,-1.38
2023-10-21,15:30,2023-2024,Bundesliga,8,Union Berlin,Stuttgart,0.0,3.0,0.6,3.0,0.0,1.4,-1,1.32,2.16,1.46,2.13,0.6,3.2,1.57,3.14,2.4,0.6,2.0,1.14,1.2,0.8,1.51,0.94,,,,,0.97,1.71,2.29,1.15,7,7,0.97,1.71,2.29,1.15,-1.32
2023-10-22,15:30,2023-2024,Bundesliga,8,Köln,Monchengladbach,3.0,1.0,2.7,1.0,3.0,0.3,1,1.04,2.04,1.04,1.83,0.6,1.8,0.57,1.86,2.2,1.8,2.0,2.29,1.98,1.36,1.91,1.69,,,,,0.82,1.76,1.65,1.97,7,7,0.82,1.76,1.65,1.97,-0.83
2023-10-22,17:30,2023-2024,Bundesliga,8,Heidenheim,Augsburg,2.0,5.0,1.5,5.0,2.0,2.5,-1,1.36,1.22,1.49,1.3,1.6,1.0,1.43,1.43,2.0,2.0,2.14,2.43,2.78,1.22,2.73,1.51,,,,,1.47,1.62,1.47,1.76,7,7,1.47,1.62,1.47,1.76,0.0
2023-10-27,20:30,2023-2024,Bundesliga,9,Bochum,Mainz 05,2.0,2.0,1.4,2.0,2.0,0.4,0,1.14,0.78,1.14,0.99,0.6,1.0,0.75,0.88,2.6,2.6,2.62,2.75,2.62,1.52,2.41,1.66,,,,,1.24,2.18,1.15,1.5,8,8,1.24,2.18,1.15,1.5,0.09
2023-10-28,15:30,2023-2024,Bundesliga,9,Werder Bremen,Union Berlin,2.0,0.0,0.8,0.0,2.0,0.6,1,1.56,1.38,1.51,1.35,1.6,0.6,1.5,1.38,2.6,2.4,2.25,2.12,2.08,1.24,2.01,1.5,,,,,1.41,1.59,0.97,1.71,8,8,1.41,1.59,0.97,1.71,0.44
2023-10-28,18:30,2023-2024,Bundesliga,9,RB Leipzig,Köln,6.0,0.0,4.2,0.0,6.0,0.9,1,1.38,1.4,1.44,1.25,1.8,1.0,2.38,0.88,0.6,2.2,0.88,1.88,1.52,1.82,1.3,1.71,,,,,2.26,1.15,0.82,1.76,8,8,2.26,1.15,0.82,1.76,1.44
2023-10-28,15:30,2023-2024,Bundesliga,9,Augsburg,Wolfsburg,3.0,2.0,1.4,2.0,3.0,1.4,1,1.34,1.34,1.45,1.48,1.6,1.2,1.88,1.38,2.0,1.4,2.38,1.38,1.2,1.74,1.51,1.6,,,,,1.47,1.76,1.21,1.65,8,8,1.47,1.76,1.21,1.65,0.26
2023-10-28,15:30,2023-2024,Bundesliga,9,Monchengladbach,Heidenheim,2.0,1.0,1.0,1.0,2.0,0.4,1,2.04,1.24,1.64,1.49,1.8,1.6,1.75,1.5,2.0,2.6,2.38,2.5,1.42,2.6,1.81,2.7,,,,,1.65,1.97,1.47,1.62,8,8,1.65,1.97,1.47,1.62,0.18
2023-10-28,15:30,2023-2024,Bundesliga,9,Bayern Munich,Darmstadt 98,8.0,0.0,5.8,0.0,8.0,0.7,1,2.68,1.6,2.68,1.4,3.4,2.2,3.25,1.62,1.0,2.4,0.88,2.75,0.82,2.1,0.71,2.06,,,,,2.76,1.32,0.88,2.53,8,8,2.76,1.32,0.88,2.53,1.88
2023-10-28,15:30,2023-2024,Bundesliga,9,Stuttgart,Hoffenheim,2.0,3.0,3.6,3.0,2.0,1.7,-1,2.1,1.64,2.04,1.82,2.8,2.0,3.12,2.12,0.6,1.8,1.0,1.75,0.72,1.48,0.9,1.7,,,,,2.29,1.15,1.94,1.94,8,8,2.29,1.15,1.94,1.94,0.35
2023-10-29,15:30,2023-2024,Bundesliga,9,Eintracht Frankfurt,Dortmund,3.0,3.0,2.2,3.0,3.0,2.2,-1,1.36,1.96,1.31,2.04,1.2,2.6,1.12,2.12,0.8,1.0,0.75,1.0,1.66,1.04,1.36,1.19,,,,,1.5,1.47,2.0,1.26,8,8,1.5,1.47,2.0,1.26,-0.5
2023-10-29,17:30,2023-2024,Bundesliga,9,Bayer Leverkusen,Freiburg,2.0,1.0,1.4,1.0,2.0,0.9,1,2.34,0.98,2.33,1.36,2.8,1.2,3.12,1.12,0.8,1.6,0.88,1.75,1.16,1.52,1.09,1.46,,,,,2.62,0.71,1.32,1.71,8,8,2.62,0.71,1.32,1.71,1.3
2023-11-03,20:30,2023-2024,Bundesliga,10,Darmstadt 98,Bochum,1.0,2.0,0.7,2.0,1.0,1.2,-1,1.5,1.02,1.32,1.17,1.6,0.8,1.44,0.89,3.4,2.8,3.33,2.56,2.48,2.58,2.48,2.19,,,,,0.88,2.53,1.24,2.18,9,9,0.88,2.53,1.24,2.18,-0.36
2023-11-04,15:30,2023-2024,Bundesliga,10,Köln,Augsburg,1.0,1.0,2.0,1.0,1.0,2.6,0,1.38,1.28,1.21,1.44,0.8,2.2,0.78,2.0,2.8,1.8,2.33,2.33,2.46,1.26,1.99,1.5,,,,,0.82,1.76,1.47,1.76,9,9,0.82,1.76,1.47,1.76,-0.65
2023-11-04,15:30,2023-2024,Bundesliga,10,Hoffenheim,Bayer Leverkusen,2.0,3.0,1.7,3.0,2.0,1.0,-1,1.78,2.2,1.81,2.22,2.0,2.8,2.22,3.0,2.0,0.6,1.78,0.89,2.0,0.92,1.91,1.07,,,,,1.94,1.94,2.62,0.71,9,9,1.94,1.94,2.62,0.71,-0.68
2023-11-04,15:30,2023-2024,Bundesliga,10,Freiburg,Monchengladbach,3.0,3.0,3.3,3.0,3.0,2.2,-1,0.96,1.46,1.31,1.57,1.0,1.6,1.11,1.78,1.2,1.6,1.78,2.22,1.34,1.26,1.46,1.66,,,,,1.32,1.71,1.65,1.97,9,9,1.32,1.71,1.65,1.97,-0.33
2023-11-04,15:30,2023-2024,Bundesliga,10,Union Berlin,Eintracht Frankfurt,0.0,3.0,0.7,3.0,0.0,1.6,-1,1.28,1.68,1.27,1.41,0.4,1.6,1.22,1.33,2.4,1.2,2.11,1.0,1.32,1.7,1.42,1.46,,,,,0.97,1.71,1.5,1.47,9,9,0.97,1.71,1.5,1.47,-0.53
2023-11-04,18:30,2023-2024,Bundesliga,10,Dortmund,Bayern Munich,0.0,4.0,1.0,4.0,0.0,3.2,-1,1.94,3.42,2.06,3.02,2.4,4.6,2.22,3.78,1.2,0.6,1.22,0.78,1.28,0.54,1.3,0.71,,,,,2.0,1.26,2.76,1.32,9,9,2.0,1.26,2.76,1.32,-0.76
2023-11-04,15:30,2023-2024,Bundesliga,10,Mainz 05,RB Leipzig,2.0,0.0,0.9,0.0,2.0,0.5,1,0.68,2.0,0.92,1.74,1.2,2.4,1.0,2.78,2.4,0.6,2.67,0.78,1.48,1.36,1.63,1.26,,,,,1.15,1.5,2.26,1.15,9,9,1.15,1.5,2.26,1.15,-1.11
2023-11-05,15:30,2023-2024,Bundesliga,10,Wolfsburg,Werder Bremen,2.0,2.0,1.6,2.0,2.0,1.2,0,1.54,1.12,1.47,1.43,1.2,1.6,1.44,1.56,1.8,1.8,1.56,2.0,1.8,1.76,1.58,1.86,,,,,1.21,1.65,1.41,1.59,9,9,1.21,1.65,1.41,1.59,-0.2
2023-11-05,17:30,2023-2024,Bundesliga,10,Heidenheim,Stuttgart,2.0,0.0,1.2,0.0,2.0,2.6,1,0.88,2.5,1.37,2.21,1.0,2.6,1.44,3.0,2.6,1.0,2.44,1.22,2.2,0.88,2.51,0.99,,,,,1.47,1.62,2.29,1.15,9,9,1.47,1.62,2.29,1.15,-0.82
2023-11-10,20:30,2023-2024,Bundesliga,11,Monchengladbach,Wolfsburg,4.0,0.0,1.5,0.0,4.0,0.5,1,1.74,1.76,1.63,1.48,2.2,1.6,1.9,1.5,2.0,2.0,2.3,1.6,1.78,1.7,1.82,1.54,,,,,1.65,1.97,1.21,1.65,10,10,1.65,1.97,1.21,1.65,0.44
2023-11-11,15:30,2023-2024,Bundesliga,11,Augsburg,Hoffenheim,1.0,1.0,1.0,1.0,1.0,0.8,0,1.64,1.72,1.56,1.8,2.0,2.0,1.9,2.2,1.8,2.6,2.2,1.9,1.54,1.88,1.55,1.82,,,,,1.47,1.76,1.94,1.94,10,10,1.47,1.76,1.94,1.94,-0.47
2023-11-11,18:30,2023-2024,Bundesliga,11,Bochum,Köln,1.0,1.0,3.7,1.0,1.0,0.9,0,1.24,1.52,1.17,1.29,1.2,0.8,1.0,0.8,1.6,2.6,2.4,2.2,1.76,2.56,2.04,2.05,,,,,1.24,2.18,0.82,1.76,10,10,1.24,2.18,0.82,1.76,0.42
2023-11-11,15:30,2023-2024,Bundesliga,11,Darmstadt 98,Mainz 05,0.0,0.0,0.5,0.0,0.0,0.7,0,1.6,0.74,1.26,0.92,1.6,1.4,1.4,1.1,3.2,2.0,3.2,2.4,2.26,1.42,2.35,1.52,,,,,0.88,2.53,1.15,1.5,10,10,0.88,2.53,1.15,1.5,-0.27
2023-11-11,15:30,2023-2024,Bundesliga,11,Stuttgart,Dortmund,2.0,1.0,4.2,1.0,2.0,1.0,1,2.56,1.8,2.25,1.95,2.0,2.2,2.7,2.0,1.2,2.0,1.3,1.5,1.08,1.82,1.01,1.49,,,,,2.29,1.15,2.0,1.26,10,10,2.29,1.15,2.0,1.26,0.29
2023-11-11,15:30,2023-2024,Bundesliga,11,Bayern Munich,Heidenheim,4.0,2.0,2.0,2.0,4.0,0.9,1,3.1,1.02,3.04,1.35,4.0,1.2,3.8,1.5,0.6,1.8,0.7,2.2,0.72,2.04,0.74,2.52,,,,,2.76,1.32,1.47,1.62,10,10,2.76,1.32,1.47,1.62,1.29
2023-11-12,17:30,2023-2024,Bundesliga,11,Werder Bremen,Eintracht Frankfurt,2.0,2.0,1.5,2.0,2.0,2.0,0,0.94,1.88,1.41,1.43,1.6,2.2,1.6,1.5,2.0,1.2,2.0,0.9,1.82,1.74,1.83,1.38,,,,,1.41,1.59,1.5,1.47,10,10,1.41,1.59,1.5,1.47,-0.09
2023-11-12,15:30,2023-2024,Bundesliga,11,Bayer Leverkusen,Union Berlin,4.0,0.0,2.4,0.0,4.0,0.0,1,1.72,1.1,2.1,1.21,2.6,0.4,3.0,1.1,0.8,2.6,1.0,2.2,1.16,1.24,1.13,1.44,,,,,2.62,0.71,0.97,1.71,10,10,2.62,0.71,0.97,1.71,1.65
2023-11-12,19:30,2023-2024,Bundesliga,11,RB Leipzig,Freiburg,3.0,1.0,1.9,1.0,3.0,0.5,1,1.96,1.52,1.62,1.51,2.2,1.6,2.5,1.3,1.0,1.8,0.9,1.9,1.38,1.66,1.22,1.53,,,,,2.26,1.15,1.32,1.71,10,10,2.26,1.15,1.32,1.71,0.94
2023-11-24,20:30,2023-2024,Bundesliga,12,Köln,Bayern Munich,0.0,1.0,0.2,1.0,0.0,3.5,-1,1.56,3.04,1.26,2.96,1.0,4.4,0.9,3.8,2.4,0.6,2.2,0.9,2.8,0.76,2.24,0.77,,,,,0.82,1.76,2.76,1.32,11,11,0.82,1.76,2.76,1.32,-1.94
2023-11-25,15:30,2023-2024,Bundesliga,12,Freiburg,Darmstadt 98,1.0,1.0,1.6,1.0,1.0,0.4,-1,1.42,1.22,1.3,1.26,1.4,0.8,1.2,1.4,2.4,2.8,2.1,3.1,1.88,2.1,1.58,2.27,,,,,1.32,1.71,0.88,2.53,11,11,1.32,1.71,0.88,2.53,0.44
2023-11-25,15:30,2023-2024,Bundesliga,12,Union Berlin,Augsburg,1.0,1.0,2.1,1.0,1.0,1.7,-1,0.66,1.68,1.02,1.43,0.4,2.2,0.7,1.6,3.2,1.6,2.5,1.9,1.56,1.5,1.45,1.46,,,,,0.97,1.71,1.47,1.76,11,11,0.97,1.71,1.47,1.76,-0.5
2023-11-25,15:30,2023-2024,Bundesliga,12,Werder Bremen,Bayer Leverkusen,0.0,3.0,0.2,3.0,0.0,1.0,-1,0.94,1.98,1.5,2.2,1.6,2.8,1.8,3.1,1.6,0.8,1.8,0.8,1.74,1.06,1.75,0.97,,,,,1.41,1.59,2.62,0.71,11,11,1.41,1.59,2.62,0.71,-1.21
2023-11-25,15:30,2023-2024,Bundesliga,12,Wolfsburg,RB Leipzig,2.0,1.0,0.9,1.0,2.0,2.7,1,1.22,2.2,1.31,1.65,1.2,2.4,1.3,2.6,2.8,0.8,2.0,0.7,1.74,1.02,1.57,1.13,,,,,1.21,1.65,2.26,1.15,11,11,1.21,1.65,2.26,1.15,-1.05
2023-11-25,18:30,2023-2024,Bundesliga,12,Eintracht Frankfurt,Stuttgart,1.0,2.0,0.9,2.0,1.0,2.3,-1,2.02,2.9,1.48,2.37,2.6,2.0,1.6,2.4,1.2,1.4,1.1,1.4,1.4,1.14,1.48,1.03,,,,,1.5,1.47,2.29,1.15,11,11,1.5,1.47,2.29,1.15,-0.79
2023-11-25,15:30,2023-2024,Bundesliga,12,Dortmund,Monchengladbach,4.0,2.0,3.2,2.0,4.0,1.0,1,1.68,1.46,1.87,1.61,1.8,2.4,2.0,1.9,2.2,1.8,1.7,1.9,2.28,1.54,1.79,1.64,,,,,2.0,1.26,1.65,1.97,11,11,2.0,1.26,1.65,1.97,0.35
2023-11-26,15:30,2023-2024,Bundesliga,12,Heidenheim,Bochum,0.0,0.0,0.8,0.0,0.0,0.4,0,1.04,1.64,1.32,1.46,1.4,1.2,1.7,1.1,2.6,1.2,2.4,2.0,2.0,1.36,2.5,1.83,,,,,1.47,1.62,1.24,2.18,11,11,1.47,1.62,1.24,2.18,0.23
2023-11-26,17:30,2023-2024,Bundesliga,12,Hoffenheim,Mainz 05,1.0,1.0,1.2,1.0,1.0,1.8,0,1.5,0.78,1.74,0.76,2.0,1.4,2.2,1.0,2.2,1.4,1.8,2.0,1.76,1.3,1.66,1.38,,,,,1.94,1.94,1.15,1.5,11,11,1.94,1.94,1.15,1.5,0.79
2023-12-01,20:30,2023-2024,Bundesliga,13,Darmstadt 98,Köln,0.0,1.0,0.7,1.0,0.0,1.5,-1,0.94,1.34,1.07,1.19,0.6,1.0,1.4,0.8,2.8,2.0,2.8,2.1,2.24,2.86,2.26,2.42,,,,,0.88,2.53,0.82,1.76,12,12,0.88,2.53,0.82,1.76,0.06
2023-12-02,15:30,2023-2024,Bundesliga,13,RB Leipzig,Heidenheim,2.0,1.0,4.0,1.0,2.0,1.0,1,2.24,0.96,1.74,1.16,2.6,1.4,2.2,1.5,1.2,2.2,0.8,2.1,1.12,1.7,1.11,2.24,,,,,2.26,1.15,1.47,1.62,12,12,2.26,1.15,1.47,1.62,0.79
2023-12-02,18:30,2023-2024,Bundesliga,13,Stuttgart,Werder Bremen,2.0,0.0,3.5,0.0,2.0,0.8,1,2.82,0.82,2.49,1.42,1.8,1.2,2.5,1.8,1.4,1.6,1.0,2.0,1.08,1.56,0.94,1.61,,,,,2.29,1.15,1.41,1.59,12,12,2.29,1.15,1.41,1.59,0.88
2023-12-02,15:30,2023-2024,Bundesliga,13,Monchengladbach,Hoffenheim,2.0,1.0,1.6,1.0,2.0,1.4,1,1.2,1.36,1.62,1.56,2.4,1.6,2.1,2.0,2.2,2.0,2.0,1.7,2.02,1.96,1.69,1.6,,,,,1.65,1.97,1.94,1.94,12,12,1.65,1.97,1.94,1.94,-0.29
2023-12-02,15:30,2023-2024,Bundesliga,13,Bochum,Wolfsburg,3.0,1.0,1.5,1.0,3.0,1.3,1,1.64,1.16,1.4,1.23,1.2,1.4,1.0,1.3,1.2,2.4,1.9,2.0,1.02,1.74,1.78,1.75,,,,,1.24,2.18,1.21,1.65,12,12,1.24,2.18,1.21,1.65,0.03
2023-12-03,15:30,2023-2024,Bundesliga,13,Mainz 05,Freiburg,0.0,1.0,2.3,1.0,0.0,0.9,-1,0.98,1.72,0.82,1.22,1.2,1.6,1.0,1.2,1.2,2.0,2.0,2.2,1.08,1.48,1.39,1.52,,,,,1.15,1.5,1.32,1.71,12,12,1.15,1.5,1.32,1.71,-0.17
2023-12-03,17:30,2023-2024,Bundesliga,13,Bayer Leverkusen,Dortmund,1.0,1.0,2.1,1.0,1.0,0.7,-1,1.54,2.0,2.03,2.06,2.8,1.8,3.1,2.3,0.8,2.2,0.8,1.8,0.84,2.2,0.9,1.79,,,,,2.62,0.71,2.0,1.26,12,12,2.62,0.71,2.0,1.26,0.62
2023-12-03,19:30,2023-2024,Bundesliga,13,Augsburg,Eintracht Frankfurt,2.0,1.0,1.4,1.0,2.0,1.0,1,1.84,1.82,1.53,1.46,2.2,2.4,1.6,1.6,1.4,1.6,1.7,1.2,1.56,1.62,1.39,1.59,,,,,1.47,1.76,1.5,1.47,12,12,1.47,1.76,1.5,1.47,-0.03
2023-12-08,20:30,2023-2024,Bundesliga,14,Hoffenheim,Bochum,3.0,1.0,1.5,1.0,3.0,1.5,1,1.36,1.64,1.5,1.39,1.6,1.6,1.8,1.1,1.8,1.0,1.8,1.8,1.8,0.82,1.64,1.72,,,,,1.94,1.94,1.24,2.18,13,13,1.94,1.94,1.24,2.18,0.7
2023-12-09,15:30,2023-2024,Bundesliga,14,Werder Bremen,Augsburg,2.0,0.0,1.5,0.0,2.0,0.7,1,0.9,1.62,1.23,1.48,1.2,1.6,1.4,1.6,1.8,1.2,2.2,1.6,1.74,1.46,1.91,1.33,,,,,1.41,1.59,1.47,1.76,13,13,1.41,1.59,1.47,1.76,-0.06
2023-12-09,15:30,2023-2024,Bundesliga,14,Union Berlin,Monchengladbach,3.0,1.0,2.1,1.0,3.0,1.1,1,0.8,1.46,1.06,1.75,0.2,2.6,0.4,2.2,2.6,1.8,2.5,1.9,1.58,1.76,1.39,1.59,,,,,0.97,1.71,1.65,1.97,12,13,0.97,1.71,1.65,1.97,-0.68
2023-12-09,15:30,2023-2024,Bundesliga,14,Eintracht Frankfurt,Bayern Munich,5.0,1.0,1.3,1.0,5.0,2.1,1,1.54,3.26,1.45,3.03,2.0,4.0,1.6,3.6,1.8,0.6,1.3,0.8,1.62,0.78,1.64,0.72,,,,,1.5,1.47,2.76,1.32,13,12,1.5,1.47,2.76,1.32,-1.26
2023-12-09,18:30,2023-2024,Bundesliga,14,Dortmund,RB Leipzig,2.0,3.0,1.5,3.0,2.0,2.8,-1,1.62,2.66,1.79,2.02,1.8,2.4,2.2,2.1,2.4,1.2,1.7,0.9,2.54,0.84,1.79,1.18,,,,,2.0,1.26,2.26,1.15,13,13,2.0,1.26,2.26,1.15,-0.26
2023-12-09,15:30,2023-2024,Bundesliga,14,Heidenheim,Darmstadt 98,3.0,2.0,1.4,2.0,3.0,0.9,1,0.86,0.6,1.05,1.1,1.2,0.4,1.4,1.3,1.6,2.4,2.1,2.4,2.0,2.16,2.3,2.13,,,,,1.47,1.62,0.88,2.53,13,13,1.47,1.62,0.88,2.53,0.59
2023-12-09,15:30,2023-2024,Bundesliga,14,Wolfsburg,Freiburg,0.0,1.0,1.2,1.0,0.0,1.1,-1,1.14,1.44,1.24,1.21,1.4,1.4,1.3,1.3,2.6,1.8,2.0,1.7,1.66,1.64,1.7,1.58,,,,,1.21,1.65,1.32,1.71,13,13,1.21,1.65,1.32,1.71,-0.11
2023-12-10,15:30,2023-2024,Bundesliga,14,Stuttgart,Bayer Leverkusen,1.0,1.0,2.6,1.0,1.0,1.3,0,3.24,1.58,2.67,1.96,1.6,2.6,2.2,2.7,1.4,0.8,1.0,0.8,1.12,0.7,0.92,0.93,,,,,2.29,1.15,2.62,0.71,13,13,2.29,1.15,2.62,0.71,-0.33
2023-12-10,17:30,2023-2024,Bundesliga,14,Köln,Mainz 05,0.0,0.0,0.3,0.0,0.0,1.4,0,1.1,1.22,1.25,1.0,0.6,1.0,0.8,1.0,1.8,0.8,2.0,1.7,2.94,0.9,2.38,1.21,,,,,0.82,1.76,1.15,1.5,13,13,0.82,1.76,1.15,1.5,-0.33
2023-12-15,20:30,2023-2024,Bundesliga,15,Monchengladbach,Werder Bremen,2.0,2.0,1.4,2.0,2.0,1.6,0,1.48,1.04,1.47,1.08,2.4,1.2,2.0,1.4,2.2,1.8,1.9,1.8,2.1,1.76,1.68,1.76,,,,,1.65,1.97,1.41,1.59,14,14,1.65,1.97,1.41,1.59,0.24
2023-12-16,18:30,2023-2024,Bundesliga,15,RB Leipzig,Hoffenheim,3.0,1.0,2.8,1.0,3.0,0.8,1,2.38,1.32,2.19,1.55,1.8,1.6,2.1,1.8,1.6,1.6,1.1,1.8,0.96,1.38,1.16,1.69,,,,,2.26,1.15,1.94,1.94,14,14,2.26,1.15,1.94,1.94,0.32
2023-12-16,15:30,2023-2024,Bundesliga,15,Mainz 05,Heidenheim,0.0,1.0,1.6,1.0,0.0,0.5,-1,1.42,1.06,1.05,0.97,0.6,1.6,0.9,1.3,0.4,1.6,1.4,2.1,0.68,1.98,1.08,2.09,,,,,1.15,1.5,1.47,1.62,14,14,1.15,1.5,1.47,1.62,-0.32
2023-12-16,15:30,2023-2024,Bundesliga,15,Darmstadt 98,Wolfsburg,0.0,1.0,0.6,1.0,0.0,0.6,-1,0.64,1.1,1.07,1.32,0.8,1.0,1.2,1.1,1.4,2.2,2.4,2.0,1.28,1.6,1.88,1.7,,,,,0.88,2.53,1.21,1.65,14,14,0.88,2.53,1.21,1.65,-0.33
2023-12-16,15:30,2023-2024,Bundesliga,15,Augsburg,Dortmund,1.0,1.0,1.8,1.0,1.0,2.6,0,1.48,1.48,1.38,1.71,1.0,1.6,1.6,2.0,1.2,2.4,1.5,1.8,1.48,2.66,1.37,1.97,,,,,1.47,1.76,2.0,1.26,14,14,1.47,1.76,2.0,1.26,-0.53
2023-12-16,15:30,2023-2024,Bundesliga,15,Bochum,Union Berlin,3.0,0.0,2.8,0.0,3.0,0.7,1,1.66,1.1,1.34,1.24,1.4,0.8,1.1,0.7,1.2,2.2,2.0,2.3,1.04,1.52,1.81,1.38,,,,,1.24,2.18,0.97,1.71,14,13,1.24,2.18,0.97,1.71,0.27
2023-12-17,17:30,2023-2024,Bundesliga,15,Bayer Leverkusen,Eintracht Frankfurt,3.0,0.0,2.5,0.0,3.0,0.2,1,1.56,1.36,1.88,1.52,2.4,2.4,2.6,2.0,0.8,1.4,0.7,1.3,1.04,1.6,0.98,1.65,,,,,2.62,0.71,1.5,1.47,14,14,2.62,0.71,1.5,1.47,1.12
2023-12-17,15:30,2023-2024,Bundesliga,15,Freiburg,Köln,2.0,0.0,3.0,0.0,2.0,1.2,1,1.48,0.98,1.22,1.18,1.4,0.6,1.2,0.7,1.4,0.6,1.3,1.7,1.6,2.38,1.47,2.42,,,,,1.32,1.71,0.82,1.76,14,14,1.32,1.71,0.82,1.76,0.5
2023-12-17,19:30,2023-2024,Bundesliga,15,Bayern Munich,Stuttgart,3.0,0.0,2.8,0.0,3.0,0.4,1,3.32,3.04,3.0,2.77,3.6,1.4,3.5,2.0,1.4,1.0,1.2,1.0,0.82,1.04,0.82,0.96,,,,,2.76,1.32,2.29,1.15,13,14,2.76,1.32,2.29,1.15,0.47
2023-12-19,18:30,2023-2024,Bundesliga,16,Werder Bremen,RB Leipzig,1.0,1.0,1.5,1.0,1.0,1.7,0,1.12,2.84,1.03,2.4,1.2,2.4,1.4,2.3,1.8,1.4,1.9,1.2,1.72,0.94,1.77,1.16,,,,,1.41,1.59,2.26,1.15,15,15,1.41,1.59,2.26,1.15,-0.85
2023-12-19,20:30,2023-2024,Bundesliga,16,Dortmund,Mainz 05,1.0,1.0,1.2,1.0,1.0,0.9,-1,1.8,1.56,1.8,1.15,1.8,0.2,2.0,0.8,1.8,0.6,1.9,1.3,2.38,0.68,2.1,1.05,,,,,2.0,1.26,1.15,1.5,15,15,2.0,1.26,1.15,1.5,0.85
2023-12-19,20:30,2023-2024,Bundesliga,16,Hoffenheim,Darmstadt 98,3.0,3.0,3.5,3.0,3.0,0.8,0,1.14,0.62,1.43,1.11,1.4,0.6,1.7,1.1,1.6,1.2,2.1,2.2,1.74,1.16,1.81,1.71,,,,,1.94,1.94,0.88,2.53,15,15,1.94,1.94,0.88,2.53,1.06
2023-12-20,20:30,2023-2024,Bundesliga,16,Wolfsburg,Bayern Munich,1.0,2.0,0.3,2.0,1.0,2.5,-1,0.9,2.72,1.33,3.07,0.8,2.6,1.2,3.6,1.8,1.4,1.9,1.0,1.48,0.76,1.59,0.65,,,,,1.21,1.65,2.76,1.32,15,14,1.21,1.65,2.76,1.32,-1.55
2023-12-20,18:30,2023-2024,Bundesliga,16,Union Berlin,Köln,2.0,0.0,1.5,0.0,2.0,0.8,1,1.12,0.82,1.2,1.17,0.8,0.4,0.6,0.6,2.4,0.8,2.4,1.7,1.92,2.46,1.62,2.51,,,,,0.97,1.71,0.82,1.76,14,15,0.97,1.71,0.82,1.76,0.15
2023-12-20,20:30,2023-2024,Bundesliga,16,Heidenheim,Freiburg,3.0,2.0,1.9,2.0,3.0,1.8,1,0.92,1.42,0.97,1.47,1.4,1.2,1.3,1.4,1.6,0.8,1.7,1.3,1.78,1.4,1.91,1.53,,,,,1.47,1.62,1.32,1.71,15,15,1.47,1.62,1.32,1.71,0.15
2023-12-20,20:30,2023-2024,Bundesliga,16,Stuttgart,Augsburg,3.0,0.0,2.6,0.0,3.0,0.2,1,2.6,1.32,2.58,1.48,1.4,1.0,1.7,1.5,1.2,1.2,1.2,1.5,1.36,1.6,1.22,1.57,,,,,2.29,1.15,1.47,1.76,15,15,2.29,1.15,1.47,1.76,0.82
